label,y,x,area_px,major_axis_px,minor_axis_px,eccentricity,orientation_deg,mean_intensity,max_intensity,mean_z,max_z,bbox_min_y,bbox_min_x,bbox_max_y,bbox_max_x,radius_px
1,12.57781717888101,619.3583530338849,35,8.180126947227862,5.765326748328467,0.7094093071592132,31.131079744092315,145.028564453125,420.0,15.559538841247559,52.74517822265625,9,616,17,624,516.0383911132812
2,23.37272727272727,278.4357954545454,15,5.7681210284018105,3.289022452127339,0.8215011156099433,-66.08801985537882,117.33333587646484,193.0,12.320696830749512,22.527990341186523,22,276,26,282,547.9578857421875
3,28.32861611798004,918.4853269775064,69,14.318575301123461,6.774741021014959,0.8809853664967155,28.604031696123414,97.28985595703125,258.0,15.65828800201416,46.76469421386719,22,914,35,924,631.5390625
4,45.35512836726951,569.5292778550652,64,10.538475126688324,7.839896651370574,0.668256616556549,58.63167590101797,247.09375,1058.0,28.746421813964844,138.13571166992188,41,565,50,576,476.3421325683594
5,54.99590223913361,228.9853651397629,33,8.387204525717044,5.053440532663029,0.7981053983530195,-57.13957120462693,207.06060791015625,629.0,24.302106857299805,81.20868682861328,52,226,59,234,544.6873168945312
6,61.45815320414036,864.4677676708443,185,25.255920179064113,10.076287567658138,0.9169651318009532,44.87314655727846,396.3621520996094,3129.0,50.200157165527344,418.7238464355469,52,858,72,877,575.61767578125
7,77.10566055215861,520.4882342041875,68,12.034296455456168,7.31041344989148,0.7943464727962439,83.72783067236197,317.4705810546875,1409.0,38.102779388427734,185.3500518798828,74,516,82,528,441.87847900390625
8,86.244579358196,179.17562879444927,19,5.698742654826425,4.310742847725231,0.6540659410912815,-65.30064732250224,121.36842346191406,247.0,13.129494667053223,29.812490463256836,84,177,89,183,548.353271484375
9,93.00037348272642,810.9798552754435,113,16.706756749650822,8.799021000513905,0.8500671043169657,43.95254723814914,379.11505126953125,2689.0,47.228675842285156,358.8290710449219,86,806,100,820,520.3984985351562
10,89.41486617220252,524.9248629474363,44,11.303185745966715,5.20631929362925,0.8876045160933568,73.45897697448815,140.9545440673828,478.0,14.158171653747559,59.62498092651367,87,521,93,532,429.57012939453125
11,110.0037519052644,404.090866455622,24,8.824347506156242,3.514699604918794,0.917257074634153,36.52007648896748,355.375,1605.0,44.4109992980957,211.6551971435547,106,401,114,407,424.748046875
12,108.05883514313919,471.3974333662389,27,6.635317237498872,5.106277908033803,0.638573934630932,90.0,187.59259033203125,490.0,20.369619369506836,61.108863830566406,106,469,111,476,413.2845764160156
13,112.90298336201951,566.7640275387263,30,11.298699767174039,3.7808648649240166,0.9423501954113186,12.942978200742246,581.0,4020.0,79.49324035644531,671.7927856445312,107,564,118,570,410.2799987792969
14,118.04910714285714,128.99330357142858,5,2.5298221281347035,2.5298221281347035,0.0,-45.0,89.5999984741211,109.0,8.579522132873535,11.19654655456543,117,128,120,131,557.73828125
15,141.01384649952254,762.6705581665325,105,16.43091346352639,8.371111849277213,0.8604864598557498,42.91919826269051,1017.2761840820312,11262.0,132.5072479248047,1514.5015869140625,134,758,148,771,454.7536926269531
16,149.86125126135218,78.19828456104945,25,7.43197667868774,4.429460762603226,0.8029841673595296,-24.19007080191837,79.27999877929688,107.0,7.322271823883057,11.06164836883545,147,76,154,82,573.38916015625
17,152.6901251117069,427.12823949955316,17,8.393582672640848,3.28954804174181,0.9200025936573992,-78.81282590798236,263.29412841796875,771.0,37.29140853881836,123.93767547607422,151,424,155,432,376.63116455078125
18,179.46400625978092,565.974830464267,49,12.483470958581693,5.238948811195094,0.9076763638483291,85.22874937900485,156.4897918701172,394.0,16.14097785949707,48.15863800048828,177,560,183,573,342.9598693847656
19,183.20558932792974,378.7551502870652,33,8.82769178794132,4.710172356629969,0.8457572761335076,-73.55707426505874,358.9090881347656,1613.0,45.43921661376953,212.5994873046875,181,375,186,384,362.8702697753906
20,183.487902077996,633.6925704526046,24,11.06148049513638,2.8439574012565463,0.9663835833099284,68.16977357417574,146.375,214.0,10.401745796203613,16.669557571411133,181,629,187,639,356.4437561035156
21,193.09603658536585,952.5335365853658,8,3.4641016151377544,2.8284271247461903,0.5773502691896258,90.0,82.0,101.0,8.24986457824707,12.64670181274414,192,951,195,955,549.216064453125
22,215.27819107282693,967.1971417384495,57,12.584642641338176,6.5109556651958975,0.8557599359874078,43.07176314506803,89.6140365600586,166.0,9.06775951385498,18.885740280151367,212,962,222,973,549.1229248046875
23,217.24924165824063,334.61678463094034,17,6.43519733231875,3.3606722016672244,0.8528028654224417,-59.03624346792648,116.35294342041016,171.0,10.569665908813477,17.94145393371582,215,332,220,338,352.8783264160156
24,234.44142344335756,613.9532191437372,236,31.104844896626865,10.04801600717418,0.9463863333388245,66.60121996717992,2129.474609375,55175.0,282.8078308105469,7438.01416015625,227,597,242,628,300.9608154296875
25,244.56712289908518,282.20587192397704,36,9.186142437386007,5.125339804121302,0.8298795711705046,-46.08960444237584,391.6944580078125,2371.0,49.07482147216797,314.852294921875,241,279,249,287,362.67083740234375
26,247.70039292730846,399.67681728880154,10,4.0,3.149603149604724,0.6164414002968978,-45.0,101.80000305175781,143.0,8.984216690063477,14.569000244140625,246,398,250,402,293.8679504394531
27,253.70809815221912,904.6504069871071,57,14.966995870836548,5.168159419274204,0.9384909897401461,30.578125286977922,295.28070068359375,1665.0,35.27021408081055,220.0188751220703,248,901,261,911,478.1459045410156
28,264.7145274080758,565.3851793367922,32,7.805861210383289,5.22073086494923,0.743422676893257,59.85265619736469,277.0625,1225.0,41.098270416259766,200.9982452392578,262,562,268,570,256.7338562011719
29,275.21290322580643,233.59354838709677,14,4.742873420478221,3.686025552052299,0.6292889820590859,-24.357644552714387,121.78571319580078,223.0,13.499451637268066,31.53244400024414,273,232,278,236,376.86932373046875
30,280.9241634072143,718.6358105171664,52,12.042761166742396,5.7142258315175445,0.8802583826874917,-69.79359527552748,88.5,141.0,8.612728118896484,17.874006271362305,278,713,285,725,315.9682922363281
31,283.09738388844073,852.4759709577042,36,11.094620205113559,4.304263752943501,0.9216764048214483,29.18805009054427,241.02777099609375,771.0,31.47061538696289,123.93767547607422,279,850,289,857,418.73529052734375
32,294.7586953384327,517.9328907490259,36,10.881158948668952,4.228986941465475,0.9213845159214814,74.32441515410338,192.47222900390625,802.0,27.227880477905273,130.0081024169922,293,514,298,525,219.69241333007812
33,321.58116883116884,128.37847866419295,28,6.0,5.8901508937395155,0.1904761904761901,0.0,154.0,283.0,16.052879333496094,33.454742431640625,319,126,325,132,442.06805419921875
34,337.66059654631084,134.03061224489795,62,16.97698205655484,4.841996638586723,0.9584651994720158,-22.332176155841626,102.74193572998047,173.0,9.003363609313965,18.481046676635742,330,130,346,139,430.156005859375
35,342.37276503521764,753.741556799711,47,20.931944607116165,3.1711987740418945,0.9884571904319435,35.8530338960791,117.80850982666016,244.0,10.900918006896973,27.923917770385742,336,749,352,761,301.92559814453125
36,353.19758372839885,78.15935158281083,39,9.060812190931248,5.538013929696333,0.7914723109694213,-30.94169636528627,167.6666717529297,390.0,18.031387329101562,48.02374267578125,349,75,358,82,476.3306884765625
37,368.3838963246229,703.0123220735076,51,18.179573049156854,3.6498842563117044,0.979638728994008,36.9931109397021,92.29412078857422,150.0,9.273587226867676,19.72885513305664,361,697,376,709,243.5972900390625
38,380.0128205128205,712.0051282051282,5,2.5298221281347035,2.5298221281347035,0.0,-45.0,78.0,91.0,7.588021278381348,9.780116081237793,379,711,382,714,244.5009307861328
39,387.8048951048951,26.63916083916084,14,4.742873420478221,3.686025552052299,0.6292889820590859,24.357644552714387,102.14286041259766,126.0,9.770480155944824,12.95022201538086,386,25,391,29,515.2381591796875
40,429.6122988082074,950.037412458533,121,17.366885779200654,10.048889119371047,0.8155947438699235,8.677403289789284,134.5289306640625,275.0,13.42961311340332,32.37555694580078,424,945,440,957,456.5920715332031
41,444.7847926267281,609.1718894009217,11,4.967994363003793,2.848231107005645,0.8193342786072867,30.694770167017396,394.5454406738281,1858.0,61.669918060302734,308.4109191894531,443,608,448,612,117.3552474975586
42,461.1079799107143,278.87709263392856,70,24.2506306716207,3.969060674881912,0.9865154188667478,-11.560579711759294,102.4000015258789,175.0,10.866045951843262,23.607177734375,450,276,473,283,250.62396240234375
43,474.99058637539525,227.6734693877551,44,12.171951159701248,4.727339335953406,0.9214994143163125,11.401856249953873,316.2727355957031,1780.0,37.71016311645508,235.12747192382812,469,225,481,231,301.21710205078125
44,478.96349905601005,849.1472624292007,18,6.602734135503601,3.4866873039618276,0.8492025883226961,-3.065741488914062,88.27777862548828,116.0,6.857322692871094,10.522055625915527,476,848,483,852,349.4841003417969
45,489.0303738317757,850.9719626168225,5,2.5298221281347035,2.5298221281347035,0.0,-45.0,85.5999984741211,93.0,6.448131561279297,7.419398307800293,488,850,491,853,350.77496337890625
46,493.4924717691342,844.7383939774153,23,8.120248532119142,3.6393582697965283,0.8939417748057233,6.16452368236361,138.6086883544922,283.0,13.706825256347656,33.18494415283203,490,843,498,847,344.2846984863281
47,504.47276544028284,803.0588885206055,79,23.6633023726102,4.49002030451962,0.9818331844258197,0.05986669869675594,114.56961822509766,212.0,10.474242210388184,23.607175827026367,492,801,516,806,301.45965576171875
48,501.99028677150784,850.9246068455134,18,6.531972647421808,3.4995590551163605,0.8443713418650368,0.0,120.11111450195312,174.0,11.136591911315918,18.481046676635742,499,849,506,853,350.31317138671875
49,509.0290162774239,179.80444573119732,153,34.76099562861245,7.415641280495873,0.9769797094595779,12.806889475737135,406.3529357910156,2771.0,49.789756774902344,368.8115539550781,500,175,534,186,347.8736572265625
50,505.60828157349897,856.9801242236025,18,8.243216440440627,2.9814239699997196,0.9323014783382186,0.0,134.1666717529297,206.0,9.350085258483887,15.898711204528809,502,856,510,859,356.5208435058594
51,512.8980755523877,856.9643620812544,9,4.988876515698588,2.6666666666666665,0.8451542547285166,0.0,155.88888549804688,234.0,11.261140823364258,18.5966739654541,511,856,516,859,356.6236572265625
52,532.8107448107448,801.6135531135532,14,4.742873420478221,3.686025552052299,0.6292889820590859,24.357644552714387,117.0,215.0,10.791852951049805,24.011871337890625,531,800,536,804,301.3502502441406
53,536.0013689253935,128.943189596167,12,4.320493798938574,3.590109871423003,0.5563486402641867,0.0,121.75,184.0,12.784411430358887,20.234724044799805,534,127,539,131,401.5858459472656
54,547.778684067428,218.79662860250136,13,6.735819733463726,2.5515464571538558,0.925477467031678,-56.47099462498614,141.46153259277344,340.0,17.331817626953125,51.4299201965332,546,216,551,222,312.16204833984375
55,556.5208516457827,747.1927155414251,156,20.097070751679265,10.197616211317206,0.861700025916276,-9.773339357180157,5484.1025390625,173830.0,888.4384765625,29306.287109375,547,742,569,753,249.6347198486328
56,568.721802375135,77.75115063355872,186,32.038232123395375,7.842451583696999,0.9695775973970184,17.314514570086875,189.23655700683594,682.0,20.807676315307617,87.27910614013672,554,71,585,84,456.49151611328125
57,564.8780306252659,419.3039132284134,23,6.809947678073499,4.297847546071611,0.7756907818199996,33.24576463553573,817.7391357421875,4238.0,133.0286102294922,709.73291015625,562,417,569,422,117.6985092163086
58,602.6342996856445,221.6336011177087,61,12.62277068601333,6.321939837552981,0.8655421154649262,-77.7727274091696,93.86885070800781,151.0,9.838720321655273,19.560232162475586,600,215,607,228,322.26422119140625
59,616.2245283018868,651.183962264151,16,7.400322982699045,2.869707258891805,0.9217513885332628,-40.673729104442636,198.75,578.0,28.41292381286621,92.40523529052734,613,649,619,655,184.8804473876953
60,667.6598202824133,891.7567394094993,20,5.556341125566584,4.574611819197062,0.567586589848995,-26.011982848078297,155.8000030517578,313.0,16.160799026489258,37.36678695678711,665,890,671,895,425.72991943359375
