label,y,x,area_px,major_axis_px,minor_axis_px,eccentricity,orientation_deg,mean_intensity,max_intensity,mean_z,max_z,bbox_min_y,bbox_min_x,bbox_max_y,bbox_max_x,radius_px
1,25.00046876831126,633.8083909527716,45,15.64769158755667,3.6791195713396334,0.9719658193896465,78.30510762596145,189.62222290039062,424.0,21.397844314575195,53.01497268676758,23,627,28,642,507.12652587890625
2,37.58364762149482,934.4798537834769,227,34.176002485616756,8.762932889228438,0.9665691652548585,49.28760378112606,531.4669799804688,5366.0,96.89070129394531,901.6255493164062,24,918,48,945,634.1546020507812
3,55.518402282453636,585.8116975748931,61,17.35225070277016,4.601994439127849,0.9641906101514456,84.97872638355102,287.2950744628906,759.0,33.89923858642578,97.53136444091797,53,577,59,594,468.5073547363281
4,64.4949494949495,877.5353535353536,8,4.242640687119285,2.449489742783178,0.816496580927726,45.0,99.0,136.0,12.541313171386719,18.8857421875,63,876,67,880,580.371826171875
5,68.5671902268761,882.5235602094241,8,4.242640687119285,2.449489742783178,0.816496580927726,45.0,71.625,89.0,7.946344375610352,10.960474967956543,67,881,71,885,580.4977416992188
6,84.93524557956778,537.3220432220039,67,16.190002998934112,5.2632290166976246,0.9456826375112772,-88.18498748101936,379.8507385253906,1649.0,46.27610397338867,217.455810546875,83,529,88,545,434.3436279296875
7,90.99166666666666,821.9694444444444,5,2.5298221281347035,2.5298221281347035,0.0,-45.0,72.0,80.0,5.935518741607666,7.014703750610352,90,821,93,824,527.6449584960938
8,96.62578209910995,532.1595775930441,85,17.430909271096752,6.237874930109853,0.9337741579822204,-89.35385535456658,801.0117797851562,3842.0,103.06377410888672,513.2874755859375,94,523,100,541,422.5809326171875
9,111.71938503691301,821.2098333206485,108,23.734439655034357,5.89262365108762,0.968690070306519,54.11892374237366,486.629638671875,3453.0,61.57851028442383,461.7563781738281,104,811,120,831,511.2104187011719
10,110.45886224729666,565.8923366243536,14,6.683766638907472,2.781263522561938,0.9093087121712009,36.78379215445244,151.92857360839844,245.0,18.189571380615234,35.07352066040039,108,564,114,569,411.5670471191406
11,125.06942336874052,149.45779590288316,59,18.758705782460066,4.111706600394938,0.9756823632089741,-42.70507733035537,178.7118682861328,464.0,20.371910095214844,58.81559371948242,119,143,132,157,538.9664916992188
12,154.37384140061792,99.92198764160659,38,16.451497688144276,3.0484130551704705,0.9826825653856021,-38.33418886510611,102.21052551269531,206.0,10.227409362792969,24.14676856994629,148,95,161,106,554.48583984375
13,156.08281903245071,436.4360939677484,38,12.071384449468585,3.9693024177623855,0.944392907750267,-75.03546277586808,264.368408203125,726.0,34.03929901123047,103.87158203125,154,431,159,443,371.1213073730469
14,171.1375568066201,722.176897510683,49,15.130013978539063,4.159337257539623,0.9614710013315971,58.59237744743498,300.8775634765625,937.0,41.9581413269043,151.7604217529297,167,716,176,729,407.1662292480469
15,186.18312553598523,47.892275216043274,115,23.69318172057372,6.297977446614463,0.9640243572471906,-34.458521517697214,395.4521789550781,2083.0,49.97332000732422,277.6203918457031,176,41,195,56,575.818359375
16,184.97598821081831,389.31900138696255,39,13.267198765198561,3.858421935286066,0.9567765193664441,-62.19569663193259,295.79486083984375,864.0,36.54269790649414,111.42587280273438,181,384,189,396,357.03765869140625
17,213.17856309773734,668.9948682062048,47,11.896652720387836,5.1106128667644395,0.9030268545030742,79.27290456515318,1824.25537109375,9976.0,240.91375732421875,1340.48291015625,212,663,218,675,342.6878356933594
18,222.63718226376383,336.35757437592616,115,30.156112855580567,5.240688129708568,0.9847835705936998,-55.97906747578908,152.57391357421875,770.0,15.387771606445312,98.61054992675781,215,322,234,348,347.31201171875
19,241.71602352230053,619.7671899917691,170,23.93806384171703,9.59125714892114,0.9162225612614892,69.52166302900567,3659.10595703125,54051.0,489.064697265625,7286.388671875,235,605,248,630,295.6820068359375
20,241.57571359458152,294.52356071601355,38,12.880013076162045,3.7275644651843733,0.957206171533769,-45.0,271.97369384765625,842.0,32.513118743896484,108.45811462402344,237,290,247,300,356.69952392578125
21,240.01184834123222,312.021327014218,5,2.5298221281347035,2.5298221281347035,0.0,-45.0,84.4000015258789,92.0,6.205315113067627,7.2845001220703125,239,311,242,314,346.74298095703125
22,258.76215543304284,911.3604481593455,61,19.410285231807176,4.148257505826072,0.9768961839779805,31.942705893808178,460.9016418457031,1626.0,57.58824157714844,214.7578582763672,251,906,267,917,480.3932800292969
23,270.5186193245082,572.6333663243845,34,10.181135242336918,4.338432185451814,0.9046644820282147,77.65617339693034,475.4705810546875,1697.0,74.44195556640625,280.4195251464844,268,568,274,578,252.13436889648438
24,270.04761904761904,245.98343685300208,5,2.5298221281347035,2.5298221281347035,0.0,-45.0,96.5999984741211,136.0,8.61324691772461,13.22001838684082,269,245,272,248,370.503662109375
25,291.994623655914,113.05734767025089,5,2.5298221281347035,2.5298221281347035,0.0,-45.0,111.5999984741211,143.0,10.1983003616333,14.434102058410645,291,112,294,115,468.46136474609375
26,327.99786780383795,147.01492537313433,5,2.5298221281347035,2.5298221281347035,0.0,-45.0,93.80000305175781,111.0,7.662214756011963,9.982462882995605,327,146,330,149,422.1321716308594
27,347.6457645764576,348.96919691969197,11,4.967994363003793,2.848231107005645,0.8193342786072867,-59.305229832982604,82.63636016845703,102.0,8.201194763183594,11.46634292602539,346,347,350,352,238.486328125
28,354.5137050022297,755.0895688210238,87,16.298621240088906,6.853087017079765,0.9073062783428475,31.550034606572606,2989.93115234375,26959.0,398.564697265625,3631.72802734375,347,750,362,761,296.02423095703125
