label,y,x,area_px,major_axis_px,minor_axis_px,eccentricity,orientation_deg,mean_intensity,max_intensity,mean_z,max_z,bbox_min_y,bbox_min_x,bbox_max_y,bbox_max_x,radius_px
29,382.2191783525117,707.3076257076257,121,19.463436866561622,8.286061403337431,0.904852846083128,30.975560129114168,3350.45458984375,64422.0,559.2573852539062,10857.2783203125,373,701,392,714,238.78515625
30,394.2199210564787,380.2599775839384,31,9.164555364684604,4.286136557663521,0.8838945462458185,-39.47048152298591,661.9677124023438,3033.0,106.3573989868164,506.205322265625,391,377,399,384,181.86080932617188
31,397.0953608247423,714.9974226804123,5,2.5298221281347035,2.5298221281347035,0.0,-45.0,77.5999984741211,106.0,7.351949214935303,12.140833854675293,396,714,399,717,238.10061645507812
32,427.61002102312546,951.9576033637001,14,5.606119105813881,3.0237157840738176,0.8420753583206845,0.0,203.85714721679688,360.0,22.64361572265625,43.707000732421875,425,951,431,954,458.29052734375
33,433.91022099447514,952.9254143646409,9,4.988876515698588,2.6666666666666665,0.8451542547285166,0.0,160.88888549804688,219.0,16.847278594970703,24.68636131286621,432,952,437,955,458.2012939453125
34,451.442013948744,285.8635480513623,130,18.456234339908576,9.062509078346523,0.8711443630538872,-14.806512883619162,5934.91552734375,82473.0,918.134765625,13901.0859375,444,280,463,291,245.57803344726562
35,490.5429804181879,843.9170262197146,21,9.039093727774988,3.0237157840738176,0.9423902944854217,0.0,143.4761962890625,268.0,14.170729637145996,31.026575088500977,486,843,495,846,343.40484619140625
36,511.3190666508004,189.68054353044485,159,21.289244774470564,9.636540394533952,0.8916891381515184,0.12698770663668618,3065.446533203125,32162.0,408.4126281738281,4333.33349609375,501,185,524,195,338.452392578125
37,527.0839361048862,796.688161420494,220,25.444175079162637,11.461797307408881,0.8927923632923731,-4.188763975250885,4559.74560546875,110928.0,610.8546752929688,14958.9912109375,509,790,536,804,295.2221984863281
38,567.8109917953668,90.47227316602317,90,20.48156009066556,5.578797379639549,0.9621893454769805,7.703660471076448,920.888916015625,4910.0,119.2349853515625,657.3587036132812,559,88,579,94,443.2884216308594
39,610.6812778603269,313.17236255572067,23,8.129802130606441,3.592799420557069,0.8970497833349765,24.62160137880957,117.0434799194336,205.0,14.017677307128906,28.83448028564453,607,311,615,316,237.88442993164062
40,615.0050994390617,648.8154003059664,11,4.967994363003793,2.848231107005645,0.8193342786072867,-30.694770167017396,178.27272033691406,384.0,24.78753662109375,59.355186462402344,613,647,618,651,181.85098266601562
41,663.4095615671641,890.1378964552239,85,18.735889939343842,5.914528983299425,0.9488660085236764,-24.51406801883753,504.4705810546875,2317.0,63.0609130859375,307.5677795410156,654,886,671,896,422.3052062988281
42,673.7707036859741,555.568282842098,28,8.61936945059588,4.193330573010269,0.8736801027563506,-74.22461578975118,522.25,1850.0,82.7877197265625,306.5560607910156,672,552,677,561,182.10269165039062
43,684.1935531764501,231.58693722625853,90,16.887696832964618,6.801798373222743,0.9153027667071385,30.789677199006316,3442.522216796875,35772.0,459.39337158203125,4820.3154296875,678,227,693,238,348.9853515625
44,717.7204717679904,874.2930317360834,5,2.5298221281347035,2.5298221281347035,0.0,-45.0,3510.199951171875,6569.0,468.60919189453125,881.2896118164062,717,873,720,876,432.5282287597656
45,725.3175118661004,265.29665251061704,45,8.359831485501223,7.016568240935267,0.5436387093488783,-77.67825514529532,177.91111755371094,401.0,18.79281234741211,48.8331298828125,722,261,730,270,346.9716796875
46,727.1944095245138,793.0843008208237,45,14.970122587422757,3.871277275296402,0.9659844287129848,-37.73510086234923,300.5111083984375,935.0,39.04460906982422,121.0036392211914,722,789,734,799,370.843017578125
47,733.4808841737705,462.26954562055175,100,16.857879296176073,7.635856575103949,0.8915335049962727,76.80268874107577,2245.260009765625,20040.0,339.7527770996094,2698.7724609375,730,456,738,473,245.56382751464844
48,743.8171218427505,131.4237271224129,62,16.507439242697437,4.92606904177397,0.9544361850678716,28.380528167206176,1131.54833984375,5754.0,147.81788635253906,771.3475952148438,737,127,752,137,466.2060546875
49,758.2541264912568,744.9852917143324,40,12.241368111487077,4.311485446927465,0.9359224379475864,-45.88186673069773,305.95001220703125,1025.0,36.8659782409668,133.14447021484375,754,741,763,751,356.74212646484375
50,786.5675852506607,692.4753513294914,236,26.055002102270457,11.91524734953901,0.8893066729263605,-55.27133427869973,2933.771240234375,47272.0,390.7577819824219,6371.64453125,777,682,795,707,347.309326171875
51,794.4757082668975,367.7137683072342,119,19.671759975091888,7.877471352755685,0.9163204980913736,62.07728601105184,2387.470703125,24764.0,316.88397216796875,3335.356689453125,790,360,802,379,338.53131103515625
52,857.049113711203,270.582638548308,43,14.767758405317242,3.8996133061439746,0.9645055318210292,54.596930295617774,331.93023681640625,1275.0,39.78554153442383,167.00390625,853,265,862,277,443.3192138671875
53,871.6762454511231,891.3931484502447,44,15.947310860664357,3.5764108167079467,0.9745283840337643,-41.77794307805861,181.11363220214844,493.0,20.682340621948242,62.727638244628906,867,886,879,897,538.838623046875
54,971.7318547435029,407.5467896551181,94,19.775249288877923,6.254283814959268,0.9486697968823437,77.89501874091606,675.8404541015625,4001.0,86.72435760498047,535.27587890625,968,400,976,419,493.5240478515625
55,1028.1135751623633,643.8065103754158,65,18.913338373896117,4.417522755363411,0.9723408237492948,-73.97840271603478,194.24615478515625,472.0,23.046829223632812,60.02967834472656,1025,636,1032,654,551.711181640625
