label,y,x,area_px,major_axis_px,minor_axis_px,eccentricity,orientation_deg,mean_intensity,max_intensity,mean_z,max_z,bbox_min_y,bbox_min_x,bbox_max_y,bbox_max_x,radius_px
1,5.95115804806992,878.8174217042972,145,22.53781905663589,8.314650832858922,0.9294611764705111,58.343669622564676,473.4482727050781,5951.0,80.76456451416016,1142.87646484375,0,869,14,889,625.4838256835938
2,23.506138306138308,584.7294483294484,30,9.745685971596123,3.8700336560022413,0.9177743823998121,81.71074434011834,214.5,606.0,29.399930953979492,96.7894287109375,22,581,26,591,500.0644226074219
3,33.781620236951646,297.2398334934358,28,8.544882155983368,4.269647163354452,0.8662140973509758,-62.25645997739811,223.07142639160156,791.0,26.825464248657227,102.79238891601562,31,294,37,302,531.7008056640625
4,40.45085803432137,829.5054602184088,8,4.242640687119285,2.449489742783178,0.816496580927726,45.0,80.125,116.0,9.168859481811523,15.176042556762695,39,828,43,832,571.9906005859375
5,58.04500928356489,540.4217299442986,45,11.332693194366495,5.027989881285556,0.8961896246817894,88.94643667494127,347.0888977050781,1748.0,41.96531677246094,230.9456329345703,56,535,61,547,461.8273010253906
6,68.47239605061883,534.9152412738144,30,8.937816846363637,4.192041006316156,0.8831859912855745,86.57536722102675,479.3999938964844,2222.0,59.813838958740234,294.8873596191406,67,532,71,541,451.27423095703125
7,90.28884677855983,776.7882069203131,68,14.487663532126565,6.124458299550668,0.9062528314069881,63.062771366080455,597.558837890625,4182.0,82.17650604248047,622.0303955078125,86,770,95,784,504.2837829589844
8,91.53783117683302,496.61515711645103,31,8.901476083820894,4.46397748842867,0.8651649878846086,-84.30087276993659,523.5484008789062,1939.0,74.35933685302734,263.8945007324219,90,494,95,503,428.2995300292969
9,103.03466826060968,494.7465630603706,16,4.69041575982343,4.415880433163924,0.3370999312316211,-71.56505117707799,313.6875,1413.0,37.32463073730469,185.61985778808594,101,494,106,499,417.0523681640625
10,103.9845422116528,485.23543400713436,5,2.5298221281347035,2.5298221281347035,0.0,-45.0,168.1999969482422,299.0,17.698637008666992,35.34331512451172,103,484,106,487,416.5706481933594
11,110.55906369080022,566.3756124115406,22,8.35530871454225,3.8535663105087115,0.8872901152080871,30.005736024668384,167.0,333.0,18.89034080505371,44.17914581298828,107,564,115,570,412.2579040527344
12,139.03808506851752,978.8254137746931,23,8.055235298401811,3.7650453038354605,0.8840440898873112,30.555677355046985,244.30435180664062,696.0,37.368255615234375,113.48307037353516,135,976,143,981,600.5609130859375
13,158.04931601333487,685.4859945587615,42,11.096730092634422,4.828204722571156,0.9003813752242218,65.10075399094488,621.3571166992188,4950.0,89.77391815185547,828.4432983398438,155,681,162,692,401.196044921875
14,169.11083962683253,119.80749296608914,48,12.76073433134886,4.809255358422164,0.9262624184787382,-41.84515783937537,281.375,1261.0,34.861331939697266,166.19451904296875,164,116,175,125,531.44189453125
