label,y,x,area_px,major_axis_px,minor_axis_px,eccentricity,orientation_deg,mean_intensity,max_intensity,mean_z,max_z,bbox_min_y,bbox_min_x,bbox_max_y,bbox_max_x,radius_px
1,1.0044150110375276,472.9668874172185,5,2.5298221281347035,2.5298221281347035,0.0,-45.0,90.5999984741211,128.0,8.17482852935791,13.22001838684082,0,472,3,475,517.6834716796875
2,15.108614232209739,622.3511786737167,27,7.878417013426454,4.394685587381117,0.8299664761090617,-58.164146552585436,168.11111450195312,366.0,20.70811653137207,56.6572265625,13,619,19,627,513.6776123046875
3,23.76691729323308,281.32932330827066,14,4.742873420478221,3.686025552052299,0.629288982059086,-24.357644552714376,95.0,131.0,11.466343879699707,17.536760330200195,22,280,27,284,545.8941040039062
4,32.87990281152378,920.7060048594238,36,8.681006761987627,5.2913274600692715,0.7927635869175879,89.64154667729667,160.05555725097656,468.0,31.48872947692871,100.72396087646484,31,917,36,926,629.1701049804688
5,47.279120317095,572.285065848357,47,9.5447192680342,6.392773336715129,0.742567980076109,-58.16429921919752,332.8085021972656,1238.0,40.245574951171875,162.41737365722656,44,568,52,577,474.2304382324219
6,54.70318653777301,232.14482635159328,34,8.81806673838796,4.924288721486673,0.829550447520996,-45.17784286650459,164.2941131591797,384.0,21.484514236450195,48.22608947753906,51,229,59,236,542.97998046875
7,65.27586303558664,866.2836559350778,103,15.567076853646906,8.614314494361478,0.8329372144962536,55.16697713932358,692.6893310546875,7442.0,112.58757781982422,1250.674560546875,61,861,73,874,572.8106079101562
8,78.62596484069502,522.9990479105036,56,10.155331794107544,6.992842654921274,0.7251525034466092,-57.773851167576055,525.1607055664062,2657.0,66.14766693115234,353.56805419921875,75,519,83,528,439.84490966796875
9,85.79232505643341,182.29458239277653,19,7.063784069166314,3.536578396862734,0.8656420303771004,-46.76698419094776,93.2631607055664,139.0,11.173471450805664,18.8857421875,83,180,89,186,546.2182006835938
10,96.94190167641496,813.2997977865234,78,12.417172081383875,8.1883982823039,0.7517559045509827,62.29611980014573,589.6282348632812,3835.0,76.85000610351562,513.2874755859375,93,809,103,820,517.9039916992188
11,109.3035204567079,473.8564462416746,31,7.919711429274656,5.005337651760349,0.774960145564813,-61.01611359038939,271.2257995605469,832.0,36.482337951660156,134.22366333007812,107,470,113,478,411.1114807128906
12,112.58245048364809,566.5974205435283,17,7.4940206537551735,3.100206563870983,0.9104174944771027,29.062318624205474,255.41175842285156,768.0,31.689165115356445,98.61054992675781,109,564,116,569,409.8473815917969
13,116.62088535754825,132.08399545970488,11,4.967994363003793,2.848231107005645,0.8193342786072867,-59.305229832982604,80.09091186523438,108.0,9.120955467224121,13.82706069946289,115,130,119,135,556.129150390625
14,127.93695777906304,761.0462695199537,11,4.51260859854213,2.9541957835039856,0.7559289460184544,90.0,157.18182373046875,321.0,16.482101440429688,38.58087158203125,127,759,130,764,463.6092529296875
15,142.93354009747452,765.2051395657953,19,5.271572221283754,4.5005385950383054,0.5207037318817047,45.0,118.78947448730469,187.0,11.232047080993652,20.36962127685547,141,763,146,768,453.7467041015625
16,147.79840070427701,81.15009903895532,54,10.235385177022073,6.6863590856742405,0.7571343834768747,-51.825136896745924,252.42591857910156,883.0,38.34917068481445,144.6782684326172,144,77,152,86,572.0701293945312
17,151.12974597104616,632.2485659655832,22,7.051997151850005,4.08847369589618,0.8147865091092737,65.83582696782327,166.40908813476562,571.0,21.04411506652832,90.21314239501953,149,630,154,637,386.4224853515625
18,152.87835926449787,428.7710648615882,21,6.982972487551756,3.866244405749417,0.832737882501079,-45.0,235.6666717529297,618.0,33.63621139526367,98.1384048461914,150,426,156,432,375.6065979003906
19,157.0903361344538,297.05882352941177,5,2.5298221281347035,2.5298221281347035,0.0,-45.0,95.19999694824219,118.0,9.982463836669922,13.82706069946289,156,296,159,299,423.9874572753906
20,157.87751004016064,708.9457831325301,5,2.5298221281347035,2.5298221281347035,0.0,-45.0,99.5999984741211,140.0,9.60474967956543,15.850533485412598,157,708,160,711,411.27947998046875
21,164.01225490196077,436.95588235294116,5,2.5298221281347035,2.5298221281347035,0.0,-45.0,81.5999984741211,94.0,6.245784759521484,7.689194679260254,163,436,166,439,362.7862243652344
22,170.62250415973378,930.7460482529118,32,11.99597938058878,3.441871395111798,0.957954921464582,38.82383371985067,150.25,601.0,20.74059295654297,96.7894287109375,167,928,177,936,544.9398193359375
