label,y,x,area_px,major_axis_px,minor_axis_px,eccentricity,orientation_deg,mean_intensity,max_intensity,mean_z,max_z,bbox_min_y,bbox_min_x,bbox_max_y,bbox_max_x,radius_px
1,19.24853652328837,628.2940951896156,38,9.024834190022368,5.467963810269317,0.795556278331103,-82.57713053126045,206.7894744873047,634.0,23.834373474121094,81.47848510742188,17,624,23,634,511.44525146484375
2,24.39427500425967,925.4583404327824,80,13.902187271268513,8.325063908137873,0.8008752446940187,58.57759583391007,73.36250305175781,165.0,11.116451263427734,32.825218200683594,19,919,30,934,638.2684326171875
3,24.24551896623593,288.745727386411,20,6.9339743293438865,3.687817782917155,0.8468400694118091,-45.0,119.94999694824219,222.0,12.545528411865234,26.305139541625977,22,286,28,292,542.681640625
4,50.665470058789865,578.6507986056916,51,10.975383986334007,5.942114772955496,0.8407626941965644,-77.05993690888353,376.8823547363281,1945.0,46.10607147216797,257.65545654296875,48,574,55,585,472.20794677734375
5,54.271343050494536,240.07652264445602,37,12.551629845273863,4.372958714696165,0.9373468177634988,-49.939534639574795,207.67567443847656,617.0,24.372814178466797,79.58990478515625,50,236,59,247,539.4310302734375
6,72.86777563503425,871.0348189250263,87,13.7098519548165,8.174494558045245,0.8027990680758957,59.71171859900572,971.5287475585938,9371.0,127.6849594116211,1260.758056640625,69,865,79,878,570.4370727539062
7,81.1786377008373,529.6114052953156,51,10.958984960620302,5.903933846932997,0.8424784857708713,-65.3109621589262,433.23529052734375,2161.0,53.58631134033203,286.6585693359375,78,525,85,536,437.8829040527344
8,83.87254213483146,190.72752808988764,22,8.94427190999916,3.1596631267241406,0.9355247787045771,-45.00000000000001,129.4545440673828,265.0,13.820929527282715,32.10575866699219,81,188,88,195,543.0274047851562
9,92.82518397383484,530.2166802943582,31,7.910236027932766,5.105797189647446,0.7637880659576886,-68.05440606387997,197.25807189941406,445.0,21.627216339111328,55.03844451904297,90,527,96,535,426.34466552734375
10,103.88732266608613,818.1507202206016,86,12.962191068384746,8.543275242457998,0.7520624022489566,63.07808013429656,640.9534912109375,7994.0,82.44001770019531,1074.328857421875,99,813,110,825,515.2273559570312
11,110.28851963746223,565.9691842900302,16,7.063169633132724,3.612358610879012,0.8593214222663437,16.440619832637406,206.875,411.0,23.025428771972656,50.58680725097656,107,564,114,569,412.03082275390625
