frame,0.7GPa_3.0-8.0,0.7GPa_4.0-9.0,0.7GPa_5.0-10.0,0.7GPa_6.0-11.0,0.7GPa_7.0-12.0,0.7GPa_8.0-13.0,0.7GPa_9.0-14.0,0.7GPa_10.0-15.0,0.7GPa_11.0-16.0,0.7GPa_12.0-17.0,0.7GPa_13.0-18.0,0.7GPa_14.0-19.0,0.7GPa_15.0-20.0,0.7GPa_16.0-21.0,0.7GPa_17.0-22.0,0.7GPa_18.0-23.0,1GPa_3.0-8.0,1GPa_4.0-9.0,1GPa_5.0-10.0,1GPa_6.0-11.0,1GPa_7.0-12.0,1GPa_8.0-13.0,1GPa_9.0-14.0,1GPa_10.0-15.0,1GPa_11.0-16.0,1GPa_12.0-17.0,1GPa_13.0-18.0,1GPa_14.0-19.0,1GPa_15.0-20.0,1GPa_16.0-21.0,1GPa_17.0-22.0,1GPa_18.0-23.0,1.3GPa_3.0-8.0,1.3GPa_4.0-9.0,1.3GPa_5.0-10.0,1.3GPa_6.0-11.0,1.3GPa_7.0-12.0,1.3GPa_8.0-13.0,1.3GPa_9.0-14.0,1.3GPa_10.0-15.0,1.3GPa_11.0-16.0,1.3GPa_12.0-17.0,1.3GPa_13.0-18.0,1.3GPa_14.0-19.0,1.3GPa_15.0-20.0,1.3GPa_16.0-21.0,1.3GPa_17.0-22.0,1.3GPa_18.0-23.0,1.5GPa_3.0-8.0,1.5GPa_4.0-9.0,1.5GPa_5.0-10.0,1.5GPa_6.0-11.0,1.5GPa_7.0-12.0,1.5GPa_8.0-13.0,1.5GPa_9.0-14.0,1.5GPa_10.0-15.0,1.5GPa_11.0-16.0,1.5GPa_12.0-17.0,1.5GPa_13.0-18.0,1.5GPa_14.0-19.0,1.5GPa_15.0-20.0,1.5GPa_16.0-21.0,1.5GPa_17.0-22.0,1.5GPa_18.0-23.0,2.3GPa_3.0-8.0,2.3GPa_4.0-9.0,2.3GPa_5.0-10.0,2.3GPa_6.0-11.0,2.3GPa_7.0-12.0,2.3GPa_8.0-13.0,2.3GPa_9.0-14.0,2.3GPa_10.0-15.0,2.3GPa_11.0-16.0,2.3GPa_12.0-17.0,2.3GPa_13.0-18.0,2.3GPa_14.0-19.0,2.3GPa_15.0-20.0,2.3GPa_16.0-21.0,2.3GPa_17.0-22.0,2.3GPa_18.0-23.0,2.4GPa_decomp_3.0-8.0,2.4GPa_decomp_4.0-9.0,2.4GPa_decomp_5.0-10.0,2.4GPa_decomp_6.0-11.0,2.4GPa_decomp_7.0-12.0,2.4GPa_decomp_8.0-13.0,2.4GPa_decomp_9.0-14.0,2.4GPa_decomp_10.0-15.0,2.4GPa_decomp_11.0-16.0,2.4GPa_decomp_12.0-17.0,2.4GPa_decomp_13.0-18.0,2.4GPa_decomp_14.0-19.0,2.4GPa_decomp_15.0-20.0,2.4GPa_decomp_16.0-21.0,2.4GPa_decomp_17.0-22.0,2.4GPa_decomp_18.0-23.0,3.9GPa_3.0-8.0,3.9GPa_4.0-9.0,3.9GPa_5.0-10.0,3.9GPa_6.0-11.0,3.9GPa_7.0-12.0,3.9GPa_8.0-13.0,3.9GPa_9.0-14.0,3.9GPa_10.0-15.0,3.9GPa_11.0-16.0,3.9GPa_12.0-17.0,3.9GPa_13.0-18.0,3.9GPa_14.0-19.0,3.9GPa_15.0-20.0,3.9GPa_16.0-21.0,3.9GPa_17.0-22.0,3.9GPa_18.0-23.0,5GPa_3.0-8.0,5GPa_4.0-9.0,5GPa_5.0-10.0,5GPa_6.0-11.0,5GPa_7.0-12.0,5GPa_8.0-13.0,5GPa_9.0-14.0,5GPa_10.0-15.0,5GPa_11.0-16.0,5GPa_12.0-17.0,5GPa_13.0-18.0,5GPa_14.0-19.0,5GPa_15.0-20.0,5GPa_16.0-21.0,5GPa_17.0-22.0,5GPa_18.0-23.0,6.2GPa_3.0-8.0,6.2GPa_4.0-9.0,6.2GPa_5.0-10.0,6.2GPa_6.0-11.0,6.2GPa_7.0-12.0,6.2GPa_8.0-13.0,6.2GPa_9.0-14.0,6.2GPa_10.0-15.0,6.2GPa_11.0-16.0,6.2GPa_12.0-17.0,6.2GPa_13.0-18.0,6.2GPa_14.0-19.0,6.2GPa_15.0-20.0,6.2GPa_16.0-21.0,6.2GPa_17.0-22.0,6.2GPa_18.0-23.0,6.6GPa_3.0-8.0,6.6GPa_4.0-9.0,6.6GPa_5.0-10.0,6.6GPa_6.0-11.0,6.6GPa_7.0-12.0,6.6GPa_8.0-13.0,6.6GPa_9.0-14.0,6.6GPa_10.0-15.0,6.6GPa_11.0-16.0,6.6GPa_12.0-17.0,6.6GPa_13.0-18.0,6.6GPa_14.0-19.0,6.6GPa_15.0-20.0,6.6GPa_16.0-21.0,6.6GPa_17.0-22.0,6.6GPa_18.0-23.0,7.4GPa_3.0-8.0,7.4GPa_4.0-9.0,7.4GPa_5.0-10.0,7.4GPa_6.0-11.0,7.4GPa_7.0-12.0,7.4GPa_8.0-13.0,7.4GPa_9.0-14.0,7.4GPa_10.0-15.0,7.4GPa_11.0-16.0,7.4GPa_12.0-17.0,7.4GPa_13.0-18.0,7.4GPa_14.0-19.0,7.4GPa_15.0-20.0,7.4GPa_16.0-21.0,7.4GPa_17.0-22.0,7.4GPa_18.0-23.0,8.5GPa_3.0-8.0,8.5GPa_4.0-9.0,8.5GPa_5.0-10.0,8.5GPa_6.0-11.0,8.5GPa_7.0-12.0,8.5GPa_8.0-13.0,8.5GPa_9.0-14.0,8.5GPa_10.0-15.0,8.5GPa_11.0-16.0,8.5GPa_12.0-17.0,8.5GPa_13.0-18.0,8.5GPa_14.0-19.0,8.5GPa_15.0-20.0,8.5GPa_16.0-21.0,8.5GPa_17.0-22.0,8.5GPa_18.0-23.0,9.8GPa_3.0-8.0,9.8GPa_4.0-9.0,9.8GPa_5.0-10.0,9.8GPa_6.0-11.0,9.8GPa_7.0-12.0,9.8GPa_8.0-13.0,9.8GPa_9.0-14.0,9.8GPa_10.0-15.0,9.8GPa_11.0-16.0,9.8GPa_12.0-17.0,9.8GPa_13.0-18.0,9.8GPa_14.0-19.0,9.8GPa_15.0-20.0,9.8GPa_16.0-21.0,9.8GPa_17.0-22.0,9.8GPa_18.0-23.0,10.4GPa_3.0-8.0,10.4GPa_4.0-9.0,10.4GPa_5.0-10.0,10.4GPa_6.0-11.0,10.4GPa_7.0-12.0,10.4GPa_8.0-13.0,10.4GPa_9.0-14.0,10.4GPa_10.0-15.0,10.4GPa_11.0-16.0,10.4GPa_12.0-17.0,10.4GPa_13.0-18.0,10.4GPa_14.0-19.0,10.4GPa_15.0-20.0,10.4GPa_16.0-21.0,10.4GPa_17.0-22.0,10.4GPa_18.0-23.0,12.8GPa_3.0-8.0,12.8GPa_4.0-9.0,12.8GPa_5.0-10.0,12.8GPa_6.0-11.0,12.8GPa_7.0-12.0,12.8GPa_8.0-13.0,12.8GPa_9.0-14.0,12.8GPa_10.0-15.0,12.8GPa_11.0-16.0,12.8GPa_12.0-17.0,12.8GPa_13.0-18.0,12.8GPa_14.0-19.0,12.8GPa_15.0-20.0,12.8GPa_16.0-21.0,12.8GPa_17.0-22.0,12.8GPa_18.0-23.0,13.3GPa_3.0-8.0,13.3GPa_4.0-9.0,13.3GPa_5.0-10.0,13.3GPa_6.0-11.0,13.3GPa_7.0-12.0,13.3GPa_8.0-13.0,13.3GPa_9.0-14.0,13.3GPa_10.0-15.0,13.3GPa_11.0-16.0,13.3GPa_12.0-17.0,13.3GPa_13.0-18.0,13.3GPa_14.0-19.0,13.3GPa_15.0-20.0,13.3GPa_16.0-21.0,13.3GPa_17.0-22.0,13.3GPa_18.0-23.0,15.6GPa_3.0-8.0,15.6GPa_4.0-9.0,15.6GPa_5.0-10.0,15.6GPa_6.0-11.0,15.6GPa_7.0-12.0,15.6GPa_8.0-13.0,15.6GPa_9.0-14.0,15.6GPa_10.0-15.0,15.6GPa_11.0-16.0,15.6GPa_12.0-17.0,15.6GPa_13.0-18.0,15.6GPa_14.0-19.0,15.6GPa_15.0-20.0,15.6GPa_16.0-21.0,15.6GPa_17.0-22.0,15.6GPa_18.0-23.0
0.7GPa_16.0-21.0,0.575392,0.468506,0.523613,0.655265,0.596022,0.613251,0.596764,0.642857,0.736677,0.609383,0.599722,0.734165,0.859139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7GPa_17.0-22.0,0.782323,0.737846,0.60324,0.764656,0.74918,0.752837,0.724691,0.890397,0.874343,0.683648,0.705689,0.737588,0.790929,0.775779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7GPa_18.0-23.0,0.677552,0.630586,0.677023,0.743286,0.611987,0.624455,0.579223,0.702704,0.826924,0.70011,0.656861,0.698134,0.76365,0.766426,0.865831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GPa_3.0-8.0,0.423826,0.423964,0.461584,0.529131,0.510896,0.519831,0.478143,0.515262,0.570614,0.346428,0.326788,0.353552,0.41937,0.421125,0.615968,0.612793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GPa_4.0-9.0,0.717117,0.675092,0.678132,0.541788,0.435125,0.495838,0.364351,0.5508,0.635376,0.6893,0.666464,0.644407,0.624676,0.430399,0.679877,0.660165,0.836062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GPa_5.0-10.0,0.604995,0.660419,0.613963,0.773174,0.808067,0.807976,0.760272,0.782766,0.82236,0.438787,0.358153,0.412941,0.53668,0.609409,0.78317,0.732416,0.721386,0.646998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GPa_6.0-11.0,0.583991,0.601374,0.584497,0.719273,0.733102,0.739559,0.703941,0.73493,0.79185,0.432796,0.370089,0.433319,0.573332,0.674499,0.781296,0.746992,0.719777,0.651714,0.965262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GPa_7.0-12.0,0.5756,0.634789,0.570231,0.729706,0.773357,0.767702,0.739912,0.772011,0.793952,0.40435,0.320934,0.391669,0.530366,0.629776,0.768443,0.711273,0.700199,0.621787,0.968557,0.980268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GPa_8.0-13.0,0.628726,0.603261,0.684666,0.68808,0.59363,0.633436,0.569057,0.665848,0.798044,0.579291,0.520619,0.591608,0.720073,0.778217,0.778623,0.800943,0.665436,0.694643,0.786918,0.867553,0.849574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GPa_9.0-14.0,0.532342,0.516954,0.589933,0.719113,0.651799,0.660761,0.641861,0.690411,0.807792,0.455799,0.415036,0.500853,0.6538,0.798941,0.773329,0.802641,0.687989,0.583732,0.810337,0.878854,0.864598,0.953435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GPa_10.0-15.0,0.476796,0.460686,0.54719,0.534343,0.484971,0.51379,0.42507,0.534789,0.589725,0.509346,0.515885,0.538543,0.543723,0.588195,0.684058,0.663279,0.526231,0.609147,0.692706,0.695251,0.686217,0.753895,0.643822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GPa_11.0-16.0,0.639137,0.590707,0.6322,0.63983,0.645863,0.677864,0.600463,0.669899,0.738184,0.607933,0.571759,0.576819,0.649046,0.634263,0.740367,0.696114,0.6691,0.706279,0.781461,0.783857,0.748293,0.778369,0.736039,0.777932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GPa_12.0-17.0,0.386802,0.349693,0.402946,0.587839,0.659831,0.661705,0.672816,0.597479,0.64845,0.329384,0.303686,0.40765,0.557889,0.697473,0.674437,0.640503,0.567331,0.416749,0.719815,0.7321,0.70442,0.704713,0.776809,0.551271,0.667747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GPa_13.0-18.0,0.362062,0.328909,0.37323,0.550161,0.664332,0.654049,0.701124,0.636304,0.626299,0.310086,0.263948,0.393246,0.581843,0.778743,0.66907,0.625897,0.535879,0.358018,0.677129,0.724386,0.701715,0.71972,0.810247,0.54201,0.685752,0.870742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GPa_14.0-19.0,0.407278,0.38163,0.411917,0.545067,0.628896,0.619585,0.646757,0.6981,0.660713,0.385691,0.349714,0.478464,0.632366,0.797143,0.70331,0.652741,0.534511,0.393981,0.683224,0.727092,0.720836,0.730972,0.821893,0.496231,0.661663,0.816811,0.944143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GPa_15.0-20.0,0.28954,0.263323,0.418947,0.458886,0.415091,0.416472,0.424115,0.541141,0.604963,0.257121,0.248267,0.33672,0.483039,0.724717,0.59392,0.67233,0.516262,0.333482,0.566973,0.646705,0.601687,0.704302,0.813531,0.428088,0.501967,0.623319,0.763482,0.778542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GPa_16.0-21.0,0.646373,0.650599,0.60738,0.687279,0.744224,0.759242,0.703817,0.813702,0.838449,0.544864,0.528364,0.570022,0.665063,0.740874,0.828315,0.738879,0.647565,0.621939,0.851523,0.852454,0.846031,0.839411,0.850455,0.716422,0.833157,0.705051,0.748846,0.785037,0.659767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GPa_17.0-22.0,0.748242,0.720233,0.697674,0.768846,0.740969,0.762612,0.699993,0.800225,0.887187,0.707797,0.680581,0.731959,0.811281,0.830656,0.894302,0.859028,0.650949,0.705378,0.833756,0.846749,0.835548,0.891631,0.877681,0.762074,0.844188,0.699844,0.751913,0.793355,0.661029,0.925667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GPa_18.0-23.0,0.716314,0.724622,0.692865,0.816048,0.803717,0.816073,0.758601,0.877998,0.918981,0.604665,0.572048,0.619665,0.710028,0.773516,0.9141,0.848976,0.685537,0.677078,0.915221,0.901355,0.901995,0.882233,0.896393,0.75944,0.83443,0.761666,0.758337,0.770591,0.691111,0.930214,0.942851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3GPa_3.0-8.0,0.998799,0.953466,0.77265,0.727397,0.698226,0.760581,0.636308,0.778319,0.873104,0.837456,0.762583,0.753949,0.794926,0.583437,0.785356,0.681705,0.431485,0.712363,0.625125,0.603124,0.595486,0.641608,0.55069,0.482046,0.647563,0.407563,0.383804,0.425883,0.311601,0.661754,0.756442,0.732368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3GPa_4.0-9.0,0.939456,0.997847,0.78364,0.739424,0.738414,0.789667,0.660327,0.808981,0.870621,0.728761,0.605996,0.600056,0.654112,0.466355,0.731578,0.622296,0.425713,0.66496,0.672549,0.608785,0.643913,0.602009,0.520949,0.458214,0.589355,0.359528,0.334955,0.390267,0.275775,0.655929,0.714242,0.730471,0.945605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3GPa_5.0-10.0,0.780081,0.794354,0.998417,0.665295,0.525874,0.616112,0.438872,0.611925,0.79422,0.795938,0.60565,0.587309,0.667901,0.524455,0.607238,0.668497,0.446282,0.672419,0.612131,0.5815,0.567252,0.678681,0.580957,0.545635,0.632929,0.398106,0.366777,0.404583,0.409413,0.610189,0.695568,0.69395,0.788287,0.797377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3GPa_6.0-11.0,0.762339,0.7809,0.723017,0.991827,0.815548,0.827578,0.755151,0.775221,0.912966,0.618753,0.556894,0.595566,0.671563,0.657094,0.78566,0.768645,0.523655,0.575986,0.774305,0.71639,0.728837,0.695467,0.712727,0.553145,0.656082,0.572328,0.539428,0.546754,0.464578,0.69296,0.78676,0.832397,0.771915,0.785842,0.724828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3GPa_7.0-12.0,0.701184,0.746445,0.54054,0.814877,0.996592,0.984976,0.980799,0.831661,0.84417,0.473262,0.346826,0.419383,0.581994,0.612197,0.7524,0.627122,0.503979,0.446881,0.800482,0.729857,0.769897,0.604037,0.655492,0.490225,0.644081,0.656822,0.669168,0.635434,0.423922,0.739451,0.755729,0.803351,0.719064,0.752553,0.549151,0.813181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3GPa_8.0-13.0,0.763671,0.794511,0.637616,0.812078,0.971816,0.995697,0.944226,0.822299,0.87019,0.539612,0.403798,0.464959,0.621886,0.629447,0.749768,0.637326,0.513422,0.51358,0.798909,0.738178,0.761779,0.651202,0.666516,0.524578,0.680978,0.658766,0.655424,0.62031,0.427324,0.757386,0.778312,0.814678,0.783378,0.803014,0.649262,0.818995,0.978354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
