frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0.828315,,,,,,,,,,,,,,,,
1.3GPa,0.897525,0.849945,,,,,,,,,,,,,,,
1.5GPa,0.86343,0.96411,0.861105,,,,,,,,,,,,,,
2.3GPa,0.442153,0.436727,0.516719,0.431693,,,,,,,,,,,,,
2.4GPa_decomp,0.566233,0.636792,0.730048,0.673873,0.619522,,,,,,,,,,,,
3.9GPa,0.84091,0.919129,0.812769,0.963856,0.937325,0.734763,,,,,,,,,,,
5GPa,0.71169,0.793852,0.753449,0.797533,0.780895,0.525189,0.795471,,,,,,,,,,
6.2GPa,0.729791,0.780266,0.754025,0.786806,0.763957,0.438836,0.753969,0.852941,,,,,,,,,
6.6GPa,0.835149,0.655092,0.808717,0.629891,0.586146,0.550739,0.596027,0.516428,0.428248,,,,,,,,
7.4GPa,0.72749,0.758512,0.716609,0.778437,0.76048,0.458329,0.752083,0.844986,0.986624,0.57511,,,,,,,
8.5GPa,0.541751,0.760235,0.713929,0.783157,0.680061,0.454647,0.686971,0.852614,0.856123,0.371716,0.841022,,,,,,
9.8GPa,0.532824,0.754581,0.72223,0.772344,0.671227,0.47986,0.692874,0.814067,0.826681,0.376531,0.804582,0.988672,,,,,
10.4GPa,0.876929,0.668369,0.837122,0.651692,0.566449,0.773422,0.581271,0.471942,0.364212,0.898899,0.368182,0.28886,0.603725,,,,
12.8GPa,0.796281,0.74782,0.89912,0.775312,0.705485,0.821453,0.742549,0.564269,0.54304,0.754773,0.545725,0.330039,0.651876,0.903236,,,
13.3GPa,0.813776,0.659083,0.864517,0.665843,0.559324,0.74599,0.594409,0.47604,0.402276,0.802384,0.40657,0.247248,0.587833,0.894297,0.922634,,
15.6GPa,0.738373,0.660881,0.81093,0.629683,0.665047,0.576278,0.618213,0.546465,0.414467,0.832223,0.403724,0.377049,0.609518,0.687851,0.570319,0.554061,
