frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0.773174,,,,,,,,,,,,,,,,
1.3GPa,0.998417,0.672419,,,,,,,,,,,,,,,
1.5GPa,0.795649,0.976838,0.795918,,,,,,,,,,,,,,
2.3GPa,0.768228,0.94824,0.77678,0.877835,,,,,,,,,,,,,
2.4GPa_decomp,0.881074,0.727888,0.881847,0.764063,0.669826,,,,,,,,,,,,
3.9GPa,0.736292,0.907112,0.732295,0.946647,0.784737,0.758685,,,,,,,,,,,
5GPa,0.793431,0.857748,0.789933,0.9262,0.738398,0.777434,0.946497,,,,,,,,,,
6.2GPa,0.769906,0.831723,0.765807,0.904924,0.724791,0.737289,0.918303,0.993468,,,,,,,,,
6.6GPa,0.892132,0.623849,0.890628,0.621438,0.565231,0.780302,0.617391,0.555753,0.551064,,,,,,,,
7.4GPa,0.689266,0.758753,0.684875,0.851381,0.638786,0.692272,0.892768,0.965797,0.978057,0.713109,,,,,,,
8.5GPa,0.732106,0.810831,0.740473,0.884616,0.758886,0.714775,0.866051,0.950665,0.958383,0.728357,0.963838,,,,,,
9.8GPa,0.734978,0.793821,0.743111,0.867271,0.74172,0.71551,0.847032,0.944753,0.954721,0.734256,0.962984,0.997176,,,,,
10.4GPa,0.937955,0.666052,0.932801,0.673732,0.598464,0.822987,0.680761,0.61316,0.583611,0.959716,0.626113,0.625826,0.632706,,,,
12.8GPa,0.782351,0.825407,0.778414,0.856674,0.786618,0.69439,0.789416,0.884195,0.901083,0.840373,0.849138,0.876091,0.883733,0.707274,,,
13.3GPa,0.878601,0.670058,0.855092,0.683879,0.566594,0.764066,0.703358,0.641524,0.618903,0.92812,0.631617,0.618854,0.626757,0.916776,0.776578,,
15.6GPa,0.87914,0.647725,0.884198,0.648826,0.623491,0.700598,0.61674,0.602552,0.593221,0.919549,0.600916,0.595731,0.605634,0.840274,0.746474,0.791643,
