frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0.690411,,,,,,,,,,,,,,,,
1.3GPa,0.997991,0.648317,,,,,,,,,,,,,,,
1.5GPa,0.748964,0.921065,0.754287,,,,,,,,,,,,,,
2.3GPa,0.774662,0.939109,0.780269,0.881598,,,,,,,,,,,,,
2.4GPa_decomp,0.569447,0.655282,0.613067,0.626952,0.673533,,,,,,,,,,,,
3.9GPa,0.705302,0.918031,0.713007,0.93319,0.855278,0.641834,,,,,,,,,,,
5GPa,0.888041,0.761176,0.892735,0.879966,0.808915,0.715553,0.869377,,,,,,,,,,
6.2GPa,0.8169,0.786335,0.815141,0.905553,0.801292,0.643802,0.907103,0.97685,,,,,,,,,
6.6GPa,0.834681,0.845417,0.834799,0.83412,0.875672,0.596702,0.709666,0.831462,0.776763,,,,,,,,
7.4GPa,0.797628,0.829178,0.792012,0.912186,0.849825,0.610658,0.913737,0.94394,0.982762,0.792384,,,,,,,
8.5GPa,0.802651,0.820097,0.794624,0.905023,0.847678,0.591935,0.905972,0.935291,0.977532,0.792399,0.998176,,,,,,
9.8GPa,0.834139,0.841961,0.827463,0.89852,0.884109,0.620955,0.89731,0.94092,0.968649,0.832588,0.990988,0.992239,,,,,
10.4GPa,0.947059,0.588623,0.944625,0.6599,0.674755,0.535694,0.645431,0.830897,0.746303,0.839556,0.715433,0.720541,0.752022,,,,
12.8GPa,0.882993,0.868699,0.894416,0.854042,0.919602,0.730054,0.844897,0.921016,0.859462,0.928552,0.85175,0.844673,0.88467,0.850451,,,
13.3GPa,0.899038,0.513053,0.880507,0.616585,0.627043,0.551463,0.601154,0.851188,0.785742,0.793104,0.763674,0.772752,0.798892,0.944765,0.820632,,
15.6GPa,0.920298,0.686435,0.924622,0.734669,0.807552,0.706238,0.681953,0.886311,0.78592,0.901971,0.778676,0.779252,0.826671,0.911157,0.917079,0.93536,
