frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,,,,,,,,,,,,,,,,,
1.3GPa,0,0,,,,,,,,,,,,,,,
1.5GPa,0,0,0.161633,,,,,,,,,,,,,,
2.3GPa,,,0,0,,,,,,,,,,,,,
2.4GPa_decomp,0,0,0.278323,0.0449863,0,,,,,,,,,,,,
3.9GPa,0,0,0.266057,0.607514,0,0.0740497,,,,,,,,,,,
5GPa,0,0,0.334118,0.483762,0,0.0929926,0.796297,,,,,,,,,,
6.2GPa,,,0,0,,0,0,0,,,,,,,,,
6.6GPa,,,0,0,,0,0,0,,,,,,,,,
7.4GPa,0,0,0.0138823,0.0858875,0,0.00386376,0.0521779,0.0415491,0,0,,,,,,,
8.5GPa,0,0,0,0,0,0,0,0,0,0,0,,,,,,
9.8GPa,,,0,0,,0,0,0,,,0,0,,,,,
10.4GPa,,,0,0,,0,0,0,,,0,0,,,,,
12.8GPa,,,0,0,,0,0,0,,,0,0,,,,,
13.3GPa,,,0,0,,0,0,0,,,0,0,,,,,
15.6GPa,0,0,0.854999,0.189045,0,0.237966,0.311178,0.390782,0,0,0.0162366,0,0,0,0,0,
