frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0,0.0222172,,,,,,,,,,,,,,,
1.5GPa,,0,0,,,,,,,,,,,,,,
2.3GPa,,0,0,,,,,,,,,,,,,,
2.4GPa_decomp,,0,0,,,,,,,,,,,,,,
3.9GPa,,0,0,,,,,,,,,,,,,,
5GPa,0,0.472434,0.0104962,0,0,0,0,,,,,,,,,,
6.2GPa,0,0.111582,0.00247905,0,0,0,0,0.236186,,,,,,,,,
6.6GPa,,0,0,,,,,0,0,,,,,,,,
7.4GPa,,0,0,,,,,0,0,,,,,,,,
8.5GPa,,0,0,,,,,0,0,,,,,,,,
9.8GPa,0,0.472363,0.0104946,0,0,0,0,0.99985,0.236221,0,0,0,,,,,
10.4GPa,,0,0,,,,,0,0,,,,0,,,,
12.8GPa,0,0.0795467,0.279298,0,0,0,0,0.0375806,0.008876,0,0,0,0.0375749,0,,,
13.3GPa,,0,0,,,,,0,0,,,,0,,0,,
15.6GPa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
