frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0,0,,,,,,,,,,,,,,,
1.5GPa,0,0,,,,,,,,,,,,,,,
2.3GPa,0,0.746892,0,0,,,,,,,,,,,,,
2.4GPa_decomp,0,0,,,0,,,,,,,,,,,,
3.9GPa,0,0.100435,0,0,0.0750144,0,,,,,,,,,,,
5GPa,0,0,,,0,,0,,,,,,,,,,
6.2GPa,0,0,,,0,,0,,,,,,,,,,
6.6GPa,0,0,,,0,,0,,,,,,,,,,
7.4GPa,0,0.0457954,0,0,0.0613146,0,0.00459948,0,0,0,,,,,,,
8.5GPa,0,0.0380913,0,0,0.0509998,0,0.00382572,0,0,0,0.831772,,,,,,
9.8GPa,0,0,,,0,,0,,,,0,0,,,,,
10.4GPa,0,0.907286,0,0,0.823216,0,0.0911237,0,0,0,0.0504752,0.0419838,0,,,,
12.8GPa,0,0,,,0,,0,,,,0,0,,0,,,
13.3GPa,0,0,,,0,,0,,,,0,0,,0,,,
15.6GPa,0,0.0484121,0,0,0.0361586,0,0.482022,0,0,0,0.00221705,0.00184408,0,0.0439236,0,0,
