frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0.00436322,,,,,,,,,,,,,,,,
1.3GPa,0,0,,,,,,,,,,,,,,,
1.5GPa,0.00596568,0.731386,0,,,,,,,,,,,,,,
2.3GPa,0,0,,0,,,,,,,,,,,,,
2.4GPa_decomp,0,0,,0,,,,,,,,,,,,,
3.9GPa,0,0,,0,,,,,,,,,,,,,
5GPa,0.414397,0.0105291,0,0.014396,0,0,0,,,,,,,,,,
6.2GPa,0,0,,0,,,,0,,,,,,,,,
6.6GPa,0.000771049,0.176716,0,0.129247,0,0,0,0.00186065,0,,,,,,,,
7.4GPa,0,0,,0,,,,0,,0,,,,,,,
8.5GPa,0,0,0,0,0,0,0,0,0,0,0,,,,,,
9.8GPa,0,0,,0,,,,0,,0,,0,,,,,
10.4GPa,0,0,,0,,,,0,,0,,0,,,,,
12.8GPa,0.00919237,0.474656,0,0.648982,0,0,0,0.0221825,0,0.0838793,0,0,0,0,,,
13.3GPa,0.0663325,0.065778,0,0.0899361,0,0,0,0.16007,0,0.011624,0,0,0,0,0.13858,,
15.6GPa,0,0,,0,,,,0,,0,,0,,,0,0,
