frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0.576751,,,,,,,,,,,,,,,,
1.3GPa,0.121014,0.0697948,,,,,,,,,,,,,,,
1.5GPa,0.581367,0.335304,0.208154,,,,,,,,,,,,,,
2.3GPa,0.249043,0.143636,0.485915,0.428375,,,,,,,,,,,,,
2.4GPa_decomp,0,0,0,0,0,,,,,,,,,,,,
3.9GPa,0,0,0,0,0,,,,,,,,,,,,
5GPa,0.0790619,0.045599,0.653329,0.135993,0.317462,0,0,,,,,,,,,,
6.2GPa,0,0,0,0,0,,,0,,,,,,,,,
6.6GPa,0,0,0,0,0,,,0,,,,,,,,,
7.4GPa,0.228067,0.131538,0.530605,0.392295,0.915774,0,0,0.34666,0,0,,,,,,,
8.5GPa,0.133159,0.0767994,0.908793,0.229044,0.534681,0,0,0.593741,0,0,0.583857,,,,,,
9.8GPa,0.305331,0.1761,0.396337,0.525194,0.815651,0,0,0.258938,0,0,0.746952,0.436113,,,,,
10.4GPa,0,0,0,0,0,,,0,,,0,0,0,,,,
12.8GPa,0.0913304,0.0526749,0.754711,0.157096,0.366725,0,0,0.865669,0,0,0.400453,0.685876,0.299119,0,,,
13.3GPa,0.412933,0.23816,0.293059,0.71028,0.603108,0,0,0.191464,0,0,0.55231,0.32247,0.739419,0,0.221175,,
15.6GPa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
