frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,,,,,,,,,,,,,,,,,
1.3GPa,,,,,,,,,,,,,,,,,
1.5GPa,0,0,0,,,,,,,,,,,,,,
2.3GPa,0,0,0,0.0825079,,,,,,,,,,,,,
2.4GPa_decomp,,,,0,0,,,,,,,,,,,,
3.9GPa,,,,0,0,,,,,,,,,,,,
5GPa,,,,0,0,,,,,,,,,,,,
6.2GPa,,,,0,0,,,,,,,,,,,,
6.6GPa,0,0,0,0.578913,0.142522,0,0,0,0,,,,,,,,
7.4GPa,0,0,0,0.191961,0.429816,0,0,0,0,0.331588,,,,,,,
8.5GPa,,,,0,0,,,,,0,0,,,,,,
9.8GPa,,,,0,0,,,,,0,0,,,,,,
10.4GPa,,,,0,0,,,,,0,0,,,,,,
12.8GPa,0,0,0,0.768071,0.107422,0,0,0,0,0.753724,0.249926,0,0,0,,,
13.3GPa,,,,0,0,,,,,0,0,,,,0,,
15.6GPa,,,,0,0,,,,,0,0,,,,0,,
