frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,,,,,,,,,,,,,,,,,
1.3GPa,,,,,,,,,,,,,,,,,
1.5GPa,,,,,,,,,,,,,,,,,
2.3GPa,,,,,,,,,,,,,,,,,
2.4GPa_decomp,,,,,,,,,,,,,,,,,
3.9GPa,0,0,0,0,0,0,,,,,,,,,,,
5GPa,0,0,0,0,0,0,0.71043,,,,,,,,,,
6.2GPa,0,0,0,0,0,0,0.403683,0.568224,,,,,,,,,
6.6GPa,,,,,,,0,0,0,,,,,,,,
7.4GPa,0,0,0,0,0,0,0,0,0,0,,,,,,,
8.5GPa,0,0,0,0,0,0,0.676513,0.480615,0.273097,0,0,,,,,,
9.8GPa,0,0,0,0,0,0,0.79776,0.566753,0.322043,0,0,0.848016,,,,,
10.4GPa,0,0,0,0,0,0,0.0842492,0.118589,0.208701,0,0,0.0569957,0.0672107,,,,
12.8GPa,,,,,,,0,0,0,,0,0,0,0,,,
13.3GPa,,,,,,,0,0,0,,0,0,0,0,,,
15.6GPa,0,0,0,0,0,0,0.0514943,0.0724833,0.127561,0,0,0.0348366,0.0410801,0.611214,0,0,
