frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0.502854,,,,,,,,,,,,,,,,
1.3GPa,0.246179,0.489565,,,,,,,,,,,,,,,
1.5GPa,0.311388,0.619241,0.790588,,,,,,,,,,,,,,
2.3GPa,0,0,0,0,,,,,,,,,,,,,
2.4GPa_decomp,0,0,0,0,,,,,,,,,,,,,
3.9GPa,0.937248,0.471299,0.230731,0.291847,0,0,,,,,,,,,,,
5GPa,0,0,0,0,,,0,,,,,,,,,,
6.2GPa,0.946685,0.531173,0.260044,0.328924,0,0,0.887279,0,,,,,,,,,
6.6GPa,0,0,0,0,,,0,,0,,,,,,,,
7.4GPa,0,0,0,0,,,0,,0,,,,,,,,
8.5GPa,0,0,0,0,,,0,,0,,,,,,,,
9.8GPa,0.189845,0.377534,0.771164,0.609673,0,0,0.177931,0,0.200536,0,0,0,,,,,
10.4GPa,0,0,0,0,,,0,,0,,,,0,,,,
12.8GPa,0,0,0,0,,,0,,0,,,,0,,,,
13.3GPa,0,0,0,0,,,0,,0,,,,0,,,,
15.6GPa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
