frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,,0,,,,,,,,,,,,,,,
1.5GPa,0,0.280023,0,,,,,,,,,,,,,,
2.3GPa,,0,,0,,,,,,,,,,,,,
2.4GPa_decomp,0,0.646486,0,0.181031,0,,,,,,,,,,,,
3.9GPa,0,0,0,0,0,0,,,,,,,,,,,
5GPa,,0,,0,,0,0,,,,,,,,,,
6.2GPa,,0,,0,,0,0,,,,,,,,,,
6.6GPa,0,0,0,0,0,0,1,0,0,,,,,,,,
7.4GPa,0,0.936059,0,0.262118,0,0.690646,0,0,0,0,,,,,,,
8.5GPa,0,0.532876,0,0.149218,0,0.824266,0,0,0,0,0.569276,,,,,,
9.8GPa,0,0.50043,0,0.140132,0,0.774077,0,0,0,0,0.534613,0.93911,,,,,
10.4GPa,,0,,0,,0,0,,,0,0,0,0,,,,
12.8GPa,,0,,0,,0,0,,,0,0,0,0,,,,
13.3GPa,,0,,0,,0,0,,,0,0,0,0,,,,
15.6GPa,,0,,0,,0,0,,,0,0,0,0,,,,
