frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0.522994,,,,,,,,,,,,,,,,
1.3GPa,0.501907,0.262494,,,,,,,,,,,,,,,
1.5GPa,0.120815,0.231006,0.0606377,,,,,,,,,,,,,,
2.3GPa,0.0871747,0.166684,0.0437536,0.721558,,,,,,,,,,,,,
2.4GPa_decomp,0,0,0,0,0,,,,,,,,,,,,
3.9GPa,0,0,0,0,0,,,,,,,,,,,,
5GPa,0,0,0,0,0,,,,,,,,,,,,
6.2GPa,0,0,0,0,0,,,,,,,,,,,,
6.6GPa,0.107706,0.205941,0.0540583,0.891497,0.809378,0,0,0,0,,,,,,,,
7.4GPa,0,0,0,0,0,,,,,0,,,,,,,
8.5GPa,0,0,0,0,0,,,,,0,,,,,,,
9.8GPa,0.316154,0.604508,0.15868,0.382138,0.275735,0,0,0,0,0.340675,0,0,,,,,
10.4GPa,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
12.8GPa,0,0,0,0,0,,,,,0,,,0,0,,,
13.3GPa,0.225159,0.430519,0.113009,0.536575,0.38717,0,0,0,0,0.478355,0,0,0.71218,0,0,,
15.6GPa,0.0482528,0.0922626,0.0242184,0.399395,0.553518,0,0,0,0,0.448005,0,0,0.152624,0,0,0.214306,
