frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,,,,,,,,,,,,,,,,,
1.3GPa,,,,,,,,,,,,,,,,,
1.5GPa,0,0,0,,,,,,,,,,,,,,
2.3GPa,,,,0,,,,,,,,,,,,,
2.4GPa_decomp,,,,0,,,,,,,,,,,,,
3.9GPa,0,0,0,0,0,0,,,,,,,,,,,
5GPa,0,0,0,0,0,0,0.505128,,,,,,,,,,
6.2GPa,,,,0,,,0,0,,,,,,,,,
6.6GPa,,,,0,,,0,0,,,,,,,,,
7.4GPa,0,0,0,0,0,0,0.624654,0.31553,0,0,,,,,,,
8.5GPa,0,0,0,0,0,0,0.500892,0.253015,0,0,0.801872,,,,,,
9.8GPa,0,0,0,0,0,0,0.39548,0.199768,0,0,0.633118,0.78955,,,,,
10.4GPa,,,,0,,,0,0,,,0,0,0,,,,
12.8GPa,,,,0,,,0,0,,,0,0,0,,,,
13.3GPa,,,,0,,,0,0,,,0,0,0,,,,
15.6GPa,,,,0,,,0,0,,,0,0,0,,,,
