frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0,0.0432861,,,,,,,,,,,,,,,
1.5GPa,,0,0,,,,,,,,,,,,,,
2.3GPa,0,0.233254,0.185575,0,,,,,,,,,,,,,
2.4GPa_decomp,,0,0,,0,,,,,,,,,,,,
3.9GPa,,0,0,,0,,,,,,,,,,,,
5GPa,,0,0,,0,,,,,,,,,,,,
6.2GPa,0,0.258678,0.167335,0,0.901714,0,0,0,,,,,,,,,
6.6GPa,,0,0,,0,,,,0,,,,,,,,
7.4GPa,0,0.127909,0.338414,0,0.548366,0,0,0,0.494469,0,,,,,,,
8.5GPa,,0,0,,0,,,,0,,0,,,,,,
9.8GPa,0,0.00159452,0.0368368,0,0.00683598,0,0,0,0.0061641,0,0.0124661,0,,,,,
10.4GPa,0,0.01871,0.432241,0,0.080213,0,0,0,0.0723292,0,0.146276,0,0.0852229,,,,
12.8GPa,0,0.0176714,0.408246,0,0.0757603,0,0,0,0.0683141,0,0.138156,0,0.0902318,0.944489,,,
13.3GPa,,0,0,,0,,,,0,,0,,0,0,0,,
15.6GPa,,0,0,,0,,,,0,,0,,0,0,0,,
