frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0,,,,,,,,,,,,,,,,
1.5GPa,0.528145,0,0,,,,,,,,,,,,,,
2.3GPa,0.452482,0,0,0.856737,,,,,,,,,,,,,
2.4GPa_decomp,0,,,0,0,,,,,,,,,,,,
3.9GPa,0,0,0,0,0,0,,,,,,,,,,,
5GPa,0,,,0,0,,0,,,,,,,,,,
6.2GPa,0.272318,0,0,0.515611,0.601831,0,0,0,,,,,,,,,
6.6GPa,0.128667,0,0,0.243621,0.284358,0,0,0,0.472489,,,,,,,,
7.4GPa,0,,,0,0,,0,,0,0,,,,,,,
8.5GPa,0.057661,0,0,0.109177,0.127433,0,0,0,0.211742,0.448142,0,,,,,,
9.8GPa,0,,,0,0,,0,,0,0,,0,,,,,
10.4GPa,0.890839,0,0,0.470492,0.403088,0,0,0,0.242591,0.114622,0,0.0513667,0,,,,
12.8GPa,0.323039,0,0,0.611649,0.713928,0,0,0,0.842986,0.398301,0,0.178496,0,0.287776,,,
13.3GPa,0,,,0,0,,0,,0,0,,0,,0,0,,
15.6GPa,0,,,0,0,,0,,0,0,,0,,0,0,,
