frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0,0.675462,,,,,,,,,,,,,,,
1.5GPa,0,0.0976699,0.0659723,,,,,,,,,,,,,,
2.3GPa,0,0.164787,0.243963,0.0160948,,,,,,,,,,,,,
2.4GPa_decomp,,0,0,0,0,,,,,,,,,,,,
3.9GPa,0,0.821809,0.821921,0.080266,0.200518,0,,,,,,,,,,,
5GPa,,0,0,0,0,,0,,,,,,,,,,
6.2GPa,,0,0,0,0,,0,,,,,,,,,,
6.6GPa,0,0.620551,0.918706,0.0606091,0.26555,0,0.755103,0,0,,,,,,,,
7.4GPa,0,0.124302,0.0839613,0.785746,0.0204834,0,0.102153,0,0,0.0771358,,,,,,,
8.5GPa,,0,0,0,0,,0,,,0,0,,,,,,
9.8GPa,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
10.4GPa,,0,0,0,0,,0,,,0,0,,0,,,,
12.8GPa,,0,0,0,0,,0,,,0,0,,0,,,,
13.3GPa,0,0.184649,0.124724,0.528948,0.0304279,0,0.151747,0,0,0.114584,0.673179,0,0,0,0,,
15.6GPa,,0,0,0,0,,0,,,0,0,,0,,,0,
