frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,,0,,,,,,,,,,,,,,,
1.5GPa,0,0.874444,0,,,,,,,,,,,,,,
2.3GPa,0,0.508533,0,0.444683,,,,,,,,,,,,,
2.4GPa_decomp,0,0.343568,0,0.300431,0.675607,,,,,,,,,,,,
3.9GPa,0,0.658464,0,0.753009,0.334851,0.226227,,,,,,,,,,,
5GPa,0,0.878902,0,0.994928,0.44695,0.301963,0.74919,,,,,,,,,,
6.2GPa,0,0.823473,0,0.720081,0.617546,0.417219,0.542227,0.723752,,,,,,,,,
6.6GPa,,0,,0,0,0,0,0,0,,,,,,,,
7.4GPa,0,0.965098,0,0.906068,0.490784,0.331577,0.682277,0.910687,0.794732,0,,,,,,,
8.5GPa,0,0.956319,0,0.914385,0.48632,0.328561,0.68854,0.919046,0.787503,0,0.990904,,,,,,
9.8GPa,0,0.879703,0,0.994021,0.447358,0.302238,0.748507,0.999089,0.724412,0,0.911517,0.919884,,,,,
10.4GPa,,0,,0,0,0,0,0,0,,0,0,0,,,,
12.8GPa,0,0.368229,0,0.321996,0.724101,0.933028,0.242466,0.323637,0.447166,0,0.355377,0.352145,0.323932,0,,,
13.3GPa,,0,,0,0,0,0,0,0,,0,0,0,,0,,
15.6GPa,,0,,0,0,0,0,0,0,,0,0,0,,0,,
