frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0.643307,,,,,,,,,,,,,,,,
1.3GPa,0.375295,0.24143,,,,,,,,,,,,,,,
1.5GPa,0,0,0,,,,,,,,,,,,,,
2.3GPa,0.341902,0.531476,0.128314,0,,,,,,,,,,,,,
2.4GPa_decomp,0,0,0,,0,,,,,,,,,,,,
3.9GPa,0.711217,0.457531,0.52768,0,0.243167,0,,,,,,,,,,,
5GPa,0,0,0,,0,,0,,,,,,,,,,
6.2GPa,0.588818,0.378791,0.63737,0,0.201318,0,0.827902,0,,,,,,,,,
6.6GPa,0.396487,0.255063,0.946551,0,0.13556,0,0.557477,0,0.673361,,,,,,,,
7.4GPa,0,0,0,,0,,0,,0,0,,,,,,,
8.5GPa,0.794476,0.511092,0.472381,0,0.271633,0,0.895202,0,0.74114,0.499054,0,,,,,,
9.8GPa,0,0,0,,0,,0,,0,0,,0,,,,,
10.4GPa,0.829549,0.533655,0.452409,0,0.283625,0,0.857354,0,0.709805,0.477955,0,0.957721,0,,,,
12.8GPa,0,0,0,,0,,0,,0,0,,0,,0,,,
13.3GPa,0.316197,0.203412,0.842528,0,0.108108,0,0.444586,0,0.537003,0.797496,0,0.397994,0,0.381167,0,,
15.6GPa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
