frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0.723094,,,,,,,,,,,,,,,,
1.3GPa,0.461583,0.333768,,,,,,,,,,,,,,,
1.5GPa,0,0,0,,,,,,,,,,,,,,
2.3GPa,0.652559,0.902455,0.30121,0,,,,,,,,,,,,,
2.4GPa_decomp,0.762638,0.551459,0.605245,0,0.497667,,,,,,,,,,,,
3.9GPa,0,0,0,,0,0,,,,,,,,,,,
5GPa,0,0,0,0,0,0,0,,,,,,,,,,
6.2GPa,0.353884,0.255891,0.766675,0,0.230931,0.464026,0,0,,,,,,,,,
6.6GPa,0.0894927,0.123764,0.0413083,0,0.137141,0.0682506,0,0,0.0316701,,,,,,,,
7.4GPa,0.324247,0.234461,0.702467,0,0.21159,0.425165,0,0,0.916252,0.0290177,,,,,,,
8.5GPa,0.352278,0.25473,0.763196,0,0.229882,0.46192,0,0,0.995462,0.0315263,0.920429,,,,,,
9.8GPa,0,0,0,,0,0,,0,0,0,0,0,,,,,
10.4GPa,0.217768,0.157467,0.471785,0,0.142107,0.285546,0,0,0.615365,0.0194886,0.671611,0.61817,0,,,,
12.8GPa,0.265407,0.191914,0.574993,0,0.173194,0.348012,0,0,0.749982,0.023752,0.818533,0.753402,0,0.820506,,,
13.3GPa,0.432082,0.312436,0.936088,0,0.281959,0.566563,0,0,0.81902,0.0386682,0.750429,0.815303,0,0.503996,0.614251,,
15.6GPa,0.047075,0.0340396,0.101986,0,0.0307192,0.0617265,0,0,0.133024,0.00421287,0.145182,0.13363,0,0.21617,0.177369,0.108949,
