frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0.652106,0,,,,,,,,,,,,,,,
1.5GPa,0,,0,,,,,,,,,,,,,,
2.3GPa,0.567149,0,0.86972,0,,,,,,,,,,,,,
2.4GPa_decomp,0,,0,,0,,,,,,,,,,,,
3.9GPa,0.435593,0,0.284053,0,0.247046,0,,,,,,,,,,,
5GPa,0.922815,0,0.601773,0,0.523374,0,0.472026,,,,,,,,,,
6.2GPa,0.965181,0,0.675631,0,0.58761,0,0.420426,0.890683,,,,,,,,,
6.6GPa,0,,0,,0,,0,0,0,,,,,,,,
7.4GPa,0.833025,0,0.54322,0,0.47245,0,0.522905,0.9027,0.80402,0,,,,,,,
8.5GPa,0,,0,,0,,0,0,0,,0,,,,,,
9.8GPa,0,,0,,0,,0,0,0,,0,,,,,,
10.4GPa,0,,0,,0,,0,0,0,,0,,,,,,
12.8GPa,0.281888,0,0.183821,0,0.159872,0,0.647135,0.305465,0.272072,0,0.33839,0,0,0,,,
13.3GPa,0,,0,,0,,0,0,0,,0,,,,0,,
15.6GPa,0,,0,,0,,0,0,0,,0,,,,0,,
