frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,,0,,,,,,,,,,,,,,,
1.5GPa,0,0.269278,0,,,,,,,,,,,,,,
2.3GPa,,0,,0,,,,,,,,,,,,,
2.4GPa_decomp,0,0.00176882,0,0.00656874,0,,,,,,,,,,,,
3.9GPa,,0,,0,,0,,,,,,,,,,,
5GPa,0,0.003335,0,0.012385,0,0.53038,0,,,,,,,,,,
6.2GPa,0,0.00138879,0,0.00515744,0,0.78515,0,0.416428,,,,,,,,,
6.6GPa,,0,,0,,0,,0,0,,,,,,,,
7.4GPa,0,0.00177855,0,0.00660487,0,0.99453,0,0.533297,0.780855,0,,,,,,,
8.5GPa,0,0.00422205,0,0.0156791,0,0.418947,0,0.789901,0.328936,0,0.421252,,,,,,
9.8GPa,,0,,0,,0,,0,0,,0,0,,,,,
10.4GPa,0,0.00207201,0,0.00769471,0,0.85367,0,0.621294,0.670259,0,0.858365,0.490761,0,,,,
12.8GPa,,0,,0,,0,,0,0,,0,0,,0,,,
13.3GPa,,0,,0,,0,,0,0,,0,0,,0,,,
15.6GPa,,0,,0,,0,,0,0,,0,0,,0,,,
