frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,,,,,,,,,,,,,,,,,
1.3GPa,,,,,,,,,,,,,,,,,
1.5GPa,0,0,0,,,,,,,,,,,,,,
2.3GPa,,,,0,,,,,,,,,,,,,
2.4GPa_decomp,,,,0,,,,,,,,,,,,,
3.9GPa,,,,0,,,,,,,,,,,,,
5GPa,,,,0,,,,,,,,,,,,,
6.2GPa,0,0,0,0.645202,0,0,0,0,,,,,,,,,
6.6GPa,0,0,0,0.117018,0,0,0,0,0.0755,,,,,,,,
7.4GPa,0,0,0,0.0957642,0,0,0,0,0.148425,0.0112061,,,,,,,
8.5GPa,,,,0,,,,,0,0,0,,,,,,
9.8GPa,,,,0,,,,,0,0,0,,,,,,
10.4GPa,0,0,0,0.189868,0,0,0,0,0.122503,0.61631,0.0181826,0,0,,,,
12.8GPa,,,,0,,,,,0,0,0,,,0,,,
13.3GPa,0,0,0,0.365202,0,0,0,0,0.235629,0.320419,0.0349733,0,0,0.519899,0,,
15.6GPa,,,,0,,,,,0,0,0,,,0,,0,
