frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,,,,,,,,,,,,,,,,,
1.3GPa,,,,,,,,,,,,,,,,,
1.5GPa,,,,,,,,,,,,,,,,,
2.3GPa,0,0,0,0,,,,,,,,,,,,,
2.4GPa_decomp,,,,,0,,,,,,,,,,,,
3.9GPa,,,,,0,,,,,,,,,,,,
5GPa,,,,,0,,,,,,,,,,,,
6.2GPa,0,0,0,0,0.0596107,0,0,0,,,,,,,,,
6.6GPa,0,0,0,0,0.153047,0,0,0,0.00912325,,,,,,,,
7.4GPa,,,,,0,,,,0,0,,,,,,,
8.5GPa,0,0,0,0,0,0,0,0,0,0,0,,,,,,
9.8GPa,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
10.4GPa,0,0,0,0,0.344411,0,0,0,0.0205306,0.444374,0,0,0,,,,
12.8GPa,,,,,0,,,,0,0,,0,0,0,,,
13.3GPa,0,0,0,0,0.383499,0,0,0,0.0228607,0.399081,0,0,0,0.898075,0,,
15.6GPa,,,,,0,,,,0,0,,0,0,0,,0,
