frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,,0,,,,,,,,,,,,,,,
1.5GPa,,0,,,,,,,,,,,,,,,
2.3GPa,0,0.974181,0,0,,,,,,,,,,,,,
2.4GPa_decomp,,0,,,0,,,,,,,,,,,,
3.9GPa,,0,,,0,,,,,,,,,,,,
5GPa,,0,,,0,,,,,,,,,,,,
6.2GPa,,0,,,0,,,,,,,,,,,,
6.6GPa,0,0.533244,0,0,0.519477,0,0,0,0,,,,,,,,
7.4GPa,0,0.258816,0,0,0.265675,0,0,0,0,0.138012,,,,,,,
8.5GPa,0,0,0,0,0,0,0,0,0,0,0,,,,,,
9.8GPa,0,0.49909,0,0,0.486204,0,0,0,0,0.935949,0.129172,0,,,,,
10.4GPa,,0,,,0,,,,,0,0,0,0,,,,
12.8GPa,,0,,,0,,,,,0,0,0,0,,,,
13.3GPa,0,0.288464,0,0,0.281017,0,0,0,0,0.540961,0.0746591,0,0.577981,0,0,,
15.6GPa,,0,,,0,,,,,0,0,0,0,,,0,
