frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0,0.677459,,,,,,,,,,,,,,,
1.5GPa,,0,0,,,,,,,,,,,,,,
2.3GPa,,0,0,,,,,,,,,,,,,,
2.4GPa_decomp,0,0.111866,0.165126,0,0,,,,,,,,,,,,
3.9GPa,0,0.831668,0.814579,0,0,0.134508,,,,,,,,,,,
5GPa,0,0.621646,0.917614,0,0,0.179951,0.747468,,,,,,,,,,
6.2GPa,,0,0,,,0,0,0,,,,,,,,,
6.6GPa,,0,0,,,0,0,0,,,,,,,,,
7.4GPa,0,0.392534,0.579421,0,0,0.284984,0.471984,0.631443,0,0,,,,,,,
8.5GPa,0,0.326968,0.482639,0,0,0.342131,0.393147,0.525972,0,0,0.832968,,,,,,
9.8GPa,,0,0,,,0,0,0,,,0,0,,,,,
10.4GPa,,0,0,,,0,0,0,,,0,0,,,,,
12.8GPa,0,0.63122,0.931746,0,0,0.177222,0.75898,0.984833,0,0,0.621866,0.517994,0,0,,,
13.3GPa,0,0.28791,0.195047,0,0,0.0322072,0.239445,0.178978,0,0,0.113014,0.0941372,0,0,0.181734,,
15.6GPa,,0,0,,,0,0,0,,,0,0,,,0,0,
