frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0.0419897,,,,,,,,,,,,,,,,
1.3GPa,0.61087,0.0687376,,,,,,,,,,,,,,,
1.5GPa,0.000673812,0.0160471,0.00110304,,,,,,,,,,,,,,
2.3GPa,0,0,0,0,,,,,,,,,,,,,
2.4GPa_decomp,0,0,0,0,,,,,,,,,,,,,
3.9GPa,0.0467248,0.89866,0.076489,0.0144209,0,0,,,,,,,,,,,
5GPa,0.270713,0.155108,0.44316,0.00248903,0,0,0.172599,,,,,,,,,,
6.2GPa,0,0,0,0,,,0,0,,,,,,,,,
6.6GPa,0.0306905,0.730906,0.0502407,0.021955,0,0,0.656836,0.113369,0,,,,,,,,
7.4GPa,0.126306,0.332444,0.206764,0.00533476,0,0,0.369934,0.466568,0,0.242986,,,,,,,
8.5GPa,0.116062,0.361787,0.189995,0.00580562,0,0,0.402585,0.428728,0,0.264432,0.918896,,,,,,
9.8GPa,0,0,0,0,,,0,0,,0,0,0,,,,,
10.4GPa,0,0,0,0,,,0,0,,0,0,0,,,,,
12.8GPa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13.3GPa,0,0,0,0,,,0,0,,0,0,0,,,0,,
15.6GPa,0,0,0,0,,,0,0,,0,0,0,,,0,,
