frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,,0,,,,,,,,,,,,,,,
1.5GPa,0,0.778168,0,,,,,,,,,,,,,,
2.3GPa,0,0.603839,0,0.469889,,,,,,,,,,,,,
2.4GPa_decomp,0,0.413727,0,0.321949,0.685161,,,,,,,,,,,,
3.9GPa,0,0.540591,0,0.694697,0.32643,0.223657,,,,,,,,,,,
5GPa,0,0.759709,0,0.976279,0.458742,0.314312,0.711577,,,,,,,,,,
6.2GPa,0,0.640068,0,0.498081,0.943398,0.64638,0.346015,0.486266,,,,,,,,,
6.6GPa,,0,,0,0,0,0,0,0,,,,,,,,
7.4GPa,0,0.0969852,0,0.0754708,0.160614,0.234418,0.0524294,0.0736805,0.151523,0,,,,,,,
8.5GPa,,0,,0,0,0,0,0,0,,0,,,,,,
9.8GPa,,0,,0,0,0,0,0,0,,0,,,,,,
10.4GPa,,0,,0,0,0,0,0,0,,0,,,,,,
12.8GPa,,0,,0,0,0,0,0,0,,0,,,,,,
13.3GPa,,0,,0,0,0,0,0,0,,0,,,,,,
15.6GPa,0,0.0663452,0,0.0852582,0.0400619,0.0274488,0.122727,0.0873297,0.0424655,0,0.0064345,0,0,0,0,0,
