frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,,,,,,,,,,,,,,,,,
1.3GPa,,,,,,,,,,,,,,,,,
1.5GPa,0,0,0,,,,,,,,,,,,,,
2.3GPa,0,0,0,0.0996414,,,,,,,,,,,,,
2.4GPa_decomp,0,0,0,0.0225371,0.226183,,,,,,,,,,,,
3.9GPa,,,,0,0,0,,,,,,,,,,,
5GPa,0,0,0,0.153387,0.649607,0.14693,0,,,,,,,,,,
6.2GPa,,,,0,0,0,,0,,,,,,,,,
6.6GPa,,,,0,0,0,,0,,,,,,,,,
7.4GPa,0,0,0,0.162762,0.0162178,0.00366818,0,0.0249656,0,0,,,,,,,
8.5GPa,0,0,0,0.106546,0.935198,0.211525,0,0.69462,0,0,0.0173416,,,,,,
9.8GPa,,,,0,0,0,,0,,,0,0,,,,,
10.4GPa,0,0,0,0.916135,0.108763,0.0246002,0,0.167428,0,0,0.149112,0.116299,0,,,,
12.8GPa,0,0,0,0.0113002,0.113409,0.501405,0,0.0736713,0,0,0.00183924,0.10606,0,0.0123347,,,
13.3GPa,,,,0,0,0,,0,,,0,0,,0,0,,
15.6GPa,0,0,0,0.0984311,0.987854,0.228964,0,0.641717,0,0,0.0160208,0.923839,0,0.107442,0.114803,0,
