frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,,0,,,,,,,,,,,,,,,
1.5GPa,,0,,,,,,,,,,,,,,,
2.3GPa,0,0.122783,0,0,,,,,,,,,,,,,
2.4GPa_decomp,0,0.104127,0,0,0.848053,,,,,,,,,,,,
3.9GPa,,0,,,0,0,,,,,,,,,,,
5GPa,0,0.351777,0,0,0.0431922,0.0366293,0,,,,,,,,,,
6.2GPa,,0,,,0,0,,0,,,,,,,,,
6.6GPa,0,0,0,0,0,0,0,0,0,,,,,,,,
7.4GPa,,0,,,0,0,,0,,0,,,,,,,
8.5GPa,0,0.0461087,0,0,0.37553,0.442815,0,0.01622,0,0,0,,,,,,
9.8GPa,0,0.0439439,0,0,0.357899,0.422024,0,0.0154584,0,0,0,0.953049,,,,,
10.4GPa,,0,,,0,0,,0,,0,,0,0,,,,
12.8GPa,0,0.0103913,0,0,0.0846313,0.0997949,0,0.00365541,0,0,0,0.225365,0.236467,0,,,
13.3GPa,,0,,,0,0,,0,,0,,0,0,,0,,
15.6GPa,,0,,,0,0,,0,,0,,0,0,,0,,
