frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0,0.0201436,,,,,,,,,,,,,,,
1.5GPa,0,0.963346,0.02091,,,,,,,,,,,,,,
2.3GPa,0,0.526966,0.010615,0.50765,,,,,,,,,,,,,
2.4GPa_decomp,0,0.330119,0.00664978,0.318019,0.626454,,,,,,,,,,,,
3.9GPa,0,0.629887,0.0319797,0.653853,0.331929,0.207938,,,,,,,,,,,
5GPa,0,0.940844,0.018952,0.906359,0.560099,0.350876,0.592626,,,,,,,,,,
6.2GPa,0,0.540971,0.0108971,0.521142,0.97411,0.610235,0.340751,0.574985,,,,,,,,,
6.6GPa,0,0,0,0,0,0,0,0,0,,,,,,,,
7.4GPa,,0,0,0,0,0,0,0,0,0,,,,,,,
8.5GPa,0,0.136747,0.00275458,0.131735,0.2595,0.414236,0.0861354,0.145345,0.252781,0,0,,,,,,
9.8GPa,0,0.0713477,0.0014372,0.0687325,0.135393,0.216127,0.044941,0.0758337,0.131888,0,0,0.521748,,,,,
10.4GPa,,0,0,0,0,0,0,0,0,0,,0,0,,,,
12.8GPa,0,0.0649756,0.00130884,0.062594,0.123301,0.196824,0.0409273,0.0690609,0.120109,0,0,0.47515,0.910689,0,,,
13.3GPa,0,0.00135882,0.0674569,0.00141053,0.000716053,0.000448574,0.00215725,0.00127844,0.000735084,0,0,0.000185816,9.69489e-05,0,8.82903e-05,,
15.6GPa,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,
