frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,,0,,,,,,,,,,,,,,,
1.5GPa,,0,,,,,,,,,,,,,,,
2.3GPa,0,0.775392,0,0,,,,,,,,,,,,,
2.4GPa_decomp,,0,,,0,,,,,,,,,,,,
3.9GPa,0,0.998696,0,0,0.774381,0,,,,,,,,,,,
5GPa,0,0.562404,0,0,0.725315,0,0.561671,,,,,,,,,,
6.2GPa,0,0.665969,0,0,0.858881,0,0.665101,0.844489,,,,,,,,,
6.6GPa,,0,,,0,,0,0,0,,,,,,,,
7.4GPa,0,0,0,0,0,0,0,0,0,0,,,,,,,
8.5GPa,,0,,,0,,0,0,0,,0,,,,,,
9.8GPa,,0,,,0,,0,0,0,,0,,,,,,
10.4GPa,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,
12.8GPa,,0,,,0,,0,0,0,,0,,,0,,,
13.3GPa,,0,,,0,,0,0,0,,0,,,0,,,
15.6GPa,0,0.786645,0,0,0.985695,0,0.785619,0.71494,0.846595,0,0,0,0,0,0,0,
