frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,,0,,,,,,,,,,,,,,,
1.5GPa,0,0.991422,0,,,,,,,,,,,,,,
2.3GPa,0,0.174783,0,0.173284,,,,,,,,,,,,,
2.4GPa_decomp,,0,,0,0,,,,,,,,,,,,
3.9GPa,0,0.389127,0,0.392494,0.068013,0,,,,,,,,,,,
5GPa,,0,,0,0,,0,,,,,,,,,,
6.2GPa,,0,,0,0,,0,,,,,,,,,,
6.6GPa,0,0.257574,0,0.255364,0.678576,0,0.100229,0,0,,,,,,,,
7.4GPa,0,0.713802,0,0.719978,0.124761,0,0.545147,0,0,0.183857,,,,,,,
8.5GPa,0,0.0201714,0,0.0203459,0.00352563,0,0.0518375,0,0,0.00519563,0.0282591,,,,,,
9.8GPa,,0,,0,0,,0,,,0,0,0,,,,,
10.4GPa,,0,,0,0,,0,,,0,0,0,,,,,
12.8GPa,,0,,0,0,,0,,,0,0,0,,,,,
13.3GPa,,0,,0,0,,0,,,0,0,0,,,,,
15.6GPa,,0,,0,0,,0,,,0,0,0,,,,,
