frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0,,,,,,,,,,,,,,,,
1.5GPa,0,,,,,,,,,,,,,,,,
2.3GPa,0.118477,0,0,0,,,,,,,,,,,,,
2.4GPa_decomp,0.0398705,0,0,0,0.336524,,,,,,,,,,,,
3.9GPa,0.425329,0,0,0,0.278555,0.0937403,,,,,,,,,,,
5GPa,0,,,,0,0,0,,,,,,,,,,
6.2GPa,0,,,,0,0,0,,,,,,,,,,
6.6GPa,0,,,,0,0,0,,,,,,,,,,
7.4GPa,0.195538,0,0,0,0.605906,0.203902,0.459733,0,0,0,,,,,,,
8.5GPa,0,,,,0,0,0,,,,0,,,,,,
9.8GPa,0,,,,0,0,0,,,,0,,,,,,
10.4GPa,0.0629429,0,0,0,0.531265,0.633438,0.147986,0,0,0,0.321896,0,0,,,,
12.8GPa,0.0262228,0,0,0,0.221332,0.6577,0.061653,0,0,0,0.134106,0,0,0.416613,,,
13.3GPa,0.235276,0,0,0,0.503568,0.169462,0.553163,0,0,0,0.831099,0,0,0.267528,0.111455,,
15.6GPa,0.0184542,0,0,0,0.155761,0.462854,0.0433881,0,0,0,0.0943767,0,0,0.29319,0.703747,0.0784364,
