frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,,0,,,,,,,,,,,,,,,
1.5GPa,0,0.59425,0,,,,,,,,,,,,,,
2.3GPa,0,0,0,0,,,,,,,,,,,,,
2.4GPa_decomp,,0,,0,0,,,,,,,,,,,,
3.9GPa,,0,,0,0,,,,,,,,,,,,
5GPa,,0,,0,0,,,,,,,,,,,,
6.2GPa,0,0.826585,0,0.491198,0,0,0,0,,,,,,,,,
6.6GPa,,0,,0,0,,,,0,,,,,,,,
7.4GPa,,0,,0,0,,,,0,,,,,,,,
8.5GPa,,0,,0,0,,,,0,,,,,,,,
9.8GPa,0,0.193825,0,0.326168,0,0,0,0,0.160213,0,0,0,,,,,
10.4GPa,0,0.404988,0,0.240664,0,0,0,0,0.489953,0,0,0,0.0784968,,,,
12.8GPa,0,0.189605,0,0.112673,0,0,0,0,0.229384,0,0,0,0.0367502,0.468174,,,
13.3GPa,,0,,0,0,,,,0,,,,0,0,0,,
15.6GPa,,0,,0,0,,,,0,,,,0,0,0,,
