frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0.2336,,,,,,,,,,,,,,,,
1.3GPa,0.129011,0.552274,,,,,,,,,,,,,,,
1.5GPa,0,0,0,,,,,,,,,,,,,,
2.3GPa,0,0,0,,,,,,,,,,,,,,
2.4GPa_decomp,0.024124,0.10327,0.186991,0,0,,,,,,,,,,,,
3.9GPa,0,0,0,,,0,,,,,,,,,,,
5GPa,0.173401,0.7423,0.744004,0,0,0.139122,0,,,,,,,,,,
6.2GPa,0,0,0,,,0,,0,,,,,,,,,
6.6GPa,0,0,0,,,0,,0,,,,,,,,,
7.4GPa,0.308986,0.756021,0.417531,0,0,0.0780745,0,0.561194,0,0,,,,,,,
8.5GPa,0,0,0,,,0,,0,,,0,,,,,,
9.8GPa,0.0822707,0.352186,0.637701,0,0,0.293227,0,0.474452,0,0,0.26626,0,,,,,
10.4GPa,0.0590237,0.25267,0.457508,0,0,0.408717,0,0.340387,0,0,0.191023,0,0.717432,,,,
12.8GPa,0.0794357,0.34005,0.615727,0,0,0.303692,0,0.458103,0,0,0.257085,0,0.965541,0.743037,,,
13.3GPa,0.223302,0.955916,0.577743,0,0,0.108033,0,0.776533,0,0,0.722692,0,0.368428,0.264322,0.355732,,
15.6GPa,0.498053,0.469027,0.259031,0,0,0.0484366,0,0.348158,0,0,0.620389,0,0.165185,0.118509,0.159492,0.44835,
