frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,,0,,,,,,,,,,,,,,,
1.5GPa,0,0.199721,0,,,,,,,,,,,,,,
2.3GPa,0,0.170431,0,0.853346,,,,,,,,,,,,,
2.4GPa_decomp,0,0.0535987,0,0.268368,0.314489,,,,,,,,,,,,
3.9GPa,,0,,0,0,0,,,,,,,,,,,
5GPa,0,0.493968,0,0.40432,0.345025,0.108506,0,,,,,,,,,,
6.2GPa,,0,,0,0,0,,0,,,,,,,,,
6.6GPa,,0,,0,0,0,,0,,,,,,,,,
7.4GPa,,0,,0,0,0,,0,,,,,,,,,
8.5GPa,,0,,0,0,0,,0,,,,,,,,,
9.8GPa,0,0.0084898,0,0.0425083,0.0498137,0.158396,0,0.017187,0,0,0,0,,,,,
10.4GPa,,0,,0,0,0,,0,,,,,0,,,,
12.8GPa,,0,,0,0,0,,0,,,,,0,,,,
13.3GPa,,0,,0,0,0,,0,,,,,0,,,,
15.6GPa,0,0.114561,0,0.573606,0.672184,0.467862,0,0.23192,0,0,0,0,0.0741073,0,0,0,
