frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,,0,,,,,,,,,,,,,,,
1.5GPa,0,0.203631,0,,,,,,,,,,,,,,
2.3GPa,0,0.676914,0,0.13784,,,,,,,,,,,,,
2.4GPa_decomp,,0,,0,0,,,,,,,,,,,,
3.9GPa,0,0.280881,0,0.724972,0.190132,0,,,,,,,,,,,
5GPa,,0,,0,0,,0,,,,,,,,,,
6.2GPa,0,0.52069,0,0.391078,0.352462,0,0.539439,0,,,,,,,,,
6.6GPa,,0,,0,0,,0,,0,,,,,,,,
7.4GPa,0,0.27532,0,0.739615,0.186368,0,0.980202,0,0.528759,0,,,,,,,
8.5GPa,,0,,0,0,,0,,0,,0,,,,,,
9.8GPa,0,0.504307,0,0.403783,0.341373,0,0.556963,0,0.968536,0,0.545936,0,,,,,
10.4GPa,,0,,0,0,,0,,0,,0,,0,,,,
12.8GPa,,0,,0,0,,0,,0,,0,,0,,,,
13.3GPa,,0,,0,0,,0,,0,,0,,0,,,,
15.6GPa,,0,,0,0,,0,,0,,0,,0,,,,
