frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0.00227263,,,,,,,,,,,,,,,,
1.3GPa,0,0,,,,,,,,,,,,,,,
1.5GPa,0,0,,,,,,,,,,,,,,,
2.3GPa,0,0,,,,,,,,,,,,,,,
2.4GPa_decomp,0,0,,,,,,,,,,,,,,,
3.9GPa,0.0197311,0.11518,0,0,0,0,,,,,,,,,,,
5GPa,0.00105925,0.46609,0,0,0,0,0.0536842,,,,,,,,,,
6.2GPa,0,0,,,,,0,0,,,,,,,,,
6.6GPa,0,0,,,,,0,0,,,,,,,,,
7.4GPa,0,0,,,,,0,0,,,,,,,,,
8.5GPa,0,0,,,,,0,0,,,,,,,,,
9.8GPa,0,0,,,,,0,0,,,,,,,,,
10.4GPa,0.015926,0.142699,0,0,0,0,0.807152,0.0665106,0,0,0,0,0,,,,
12.8GPa,0,0,,,,,0,0,,,,,,0,,,
13.3GPa,0.0305165,0.074472,0,0,0,0,0.646572,0.0347107,0,0,0,0,0,0.521882,0,,
15.6GPa,0,0,,,,,0,0,,,,,,0,,0,
