frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0.143488,,,,,,,,,,,,,,,,
1.3GPa,0,0,,,,,,,,,,,,,,,
1.5GPa,0,0,,,,,,,,,,,,,,,
2.3GPa,0.182127,0.787849,0,0,,,,,,,,,,,,,
2.4GPa_decomp,0,0,,,0,,,,,,,,,,,,
3.9GPa,0,0,,,0,,,,,,,,,,,,
5GPa,0.403979,0.355187,0,0,0.450832,0,0,,,,,,,,,,
6.2GPa,0,0,,,0,,,0,,,,,,,,,
6.6GPa,0,0,,,0,,,0,,,,,,,,,
7.4GPa,0,0,,,0,,,0,,,,,,,,,
8.5GPa,0.211847,0.67732,0,0,0.859708,0,0,0.524401,0,0,0,,,,,,
9.8GPa,0.310982,0.461403,0,0,0.585649,0,0,0.769799,0,0,0,0.681218,,,,,
10.4GPa,0.234672,0.611441,0,0,0.77609,0,0,0.580902,0,0,0,0.902736,0.754615,,,,
12.8GPa,0,0,,,0,,,0,,,,0,0,0,,,
13.3GPa,0,0,,,0,,,0,,,,0,0,0,,,
15.6GPa,0,0,,,0,,,0,,,,0,0,0,,,
