frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0.728333,,,,,,,,,,,,,,,,
1.3GPa,0,0,,,,,,,,,,,,,,,
1.5GPa,0.346511,0.475758,0,,,,,,,,,,,,,,
2.3GPa,0,0,,0,,,,,,,,,,,,,
2.4GPa_decomp,0,0,,0,,,,,,,,,,,,,
3.9GPa,0,0,,0,,,,,,,,,,,,,
5GPa,0,0,,0,,,,,,,,,,,,,
6.2GPa,0.354877,0.258469,0,0.122969,0,0,0,0,,,,,,,,,
6.6GPa,0.447144,0.613927,0,0.774943,0,0,0,0,0.158681,,,,,,,,
7.4GPa,0,0,,0,,,,,0,0,,,,,,,
8.5GPa,0,0,,0,,,,,0,0,,,,,,,
9.8GPa,0.965047,0.754713,0,0.359061,0,0,0,0,0.342473,0.463339,0,0,,,,,
10.4GPa,0,0,,0,,,,,0,0,,,0,,,,
12.8GPa,0.931849,0.678696,0,0.322896,0,0,0,0,0.380831,0.41667,0,0,0.899278,0,,,
13.3GPa,0.889971,0.648195,0,0.308384,0,0,0,0,0.398751,0.397945,0,0,0.858864,0,0.955059,,
15.6GPa,0,0,,0,,,,,0,0,,,0,,0,0,
