frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,,,,,,,,,,,,,,,,,
1.3GPa,,,,,,,,,,,,,,,,,
1.5GPa,,,,,,,,,,,,,,,,,
2.3GPa,0,0,0,0,,,,,,,,,,,,,
2.4GPa_decomp,0,0,0,0,0.179038,,,,,,,,,,,,
3.9GPa,,,,,0,0,,,,,,,,,,,
5GPa,,,,,0,0,,,,,,,,,,,
6.2GPa,0,0,0,0,0.0618515,0.345467,0,0,,,,,,,,,
6.6GPa,0,0,0,0,0.0254386,0.142086,0,0,0.411286,,,,,,,,
7.4GPa,0,0,0,0,0.331539,0.54002,0,0,0.186559,0.076729,,,,,,,
8.5GPa,0,0,0,0,0.718562,0.249161,0,0,0.0860768,0.0354022,0.461392,,,,,,
9.8GPa,,,,,0,0,,,0,0,0,0,,,,,
10.4GPa,0,0,0,0,0.146278,0.817027,0,0,0.422834,0.173906,0.441211,0.203571,0,,,,
12.8GPa,,,,,0,0,,,0,0,0,0,,0,,,
13.3GPa,,,,,0,0,,,0,0,0,0,,0,,,
15.6GPa,0,0,0,0,0.518667,0.0928609,0,0,0.0320804,0.0131942,0.171958,0.372694,0,0.0758698,0,0,
