frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0.638893,0,,,,,,,,,,,,,,,
1.5GPa,0,,0,,,,,,,,,,,,,,
2.3GPa,0.538519,0,0.344056,0,,,,,,,,,,,,,
2.4GPa_decomp,0,,0,,0,,,,,,,,,,,,
3.9GPa,0,,0,,0,,,,,,,,,,,,
5GPa,0.801633,0,0.512158,0,0.671777,0,0,,,,,,,,,,
6.2GPa,0,,0,,0,,,0,,,,,,,,,
6.6GPa,0,,0,,0,,,0,,,,,,,,,
7.4GPa,0,,0,,0,,,0,,,,,,,,,
8.5GPa,0.462202,0,0.723442,0,0.248904,0,0,0.370517,0,0,0,,,,,,
9.8GPa,0.122311,0,0.191443,0,0.0658669,0,0,0.0980489,0,0,0,0.264627,,,,,
10.4GPa,0,,0,,0,,,0,,,,0,0,,,,
12.8GPa,0,,0,,0,,,0,,,,0,0,,,,
13.3GPa,0,,0,,0,,,0,,,,0,0,,,,
15.6GPa,0,,0,,0,,,0,,,,0,0,,,,
