frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,,,,,,,,,,,,,,,,,
1.3GPa,0,0,,,,,,,,,,,,,,,
1.5GPa,0,0,0.360937,,,,,,,,,,,,,,
2.3GPa,,,0,0,,,,,,,,,,,,,
2.4GPa_decomp,,,0,0,,,,,,,,,,,,,
3.9GPa,0,0,0.365119,0.988546,0,0,,,,,,,,,,,
5GPa,0,0,0.0911437,0.252519,0,0,0.249627,,,,,,,,,,
6.2GPa,0,0,0.939259,0.339014,0,0,0.342942,0.0856075,,,,,,,,,
6.6GPa,,,0,0,,,0,0,0,,,,,,,,
7.4GPa,0,0,0.154179,0.427163,0,0,0.42227,0.591155,0.144814,0,,,,,,,
8.5GPa,,,0,0,,,0,0,0,,0,,,,,,
9.8GPa,,,0,0,,,0,0,0,,0,,,,,,
10.4GPa,0,0,0.266392,0.0961508,0,0,0.0972648,0.0242799,0.283619,0,0.041072,0,0,,,,
12.8GPa,0,0,0.653566,0.235896,0,0,0.23863,0.0595684,0.695831,0,0.100766,0,0,0.407598,,,
13.3GPa,0,0,0.440168,0.819999,0,0,0.8295,0.207066,0.413432,0,0.350273,0,0,0.117257,0.287679,,
15.6GPa,,,0,0,,,0,0,0,,0,,,0,0,0,
