frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0,0.818646,,,,,,,,,,,,,,,
1.5GPa,,0,0,,,,,,,,,,,,,,
2.3GPa,0,0.467625,0.571217,0,,,,,,,,,,,,,
2.4GPa_decomp,,0,0,,0,,,,,,,,,,,,
3.9GPa,0,0.985343,0.806647,0,0.460771,0,,,,,,,,,,,
5GPa,0,0.0821755,0.0672727,0,0.0384273,0,0.0833979,,,,,,,,,,
6.2GPa,0,0.56708,0.692704,0,0.824619,0,0.558768,0.0466001,,,,,,,,,
6.6GPa,0,0.0368073,0.0301322,0,0.017212,0,0.0373548,0.447911,0.0208727,,,,,,,,
7.4GPa,0,0.657525,0.53828,0,0.307475,0,0.667306,0.124977,0.372869,0.0559786,,,,,,,
8.5GPa,,0,0,,0,,0,0,0,0,0,,,,,,
9.8GPa,0,0.999209,0.817998,0,0.467255,0,0.986123,0.0822406,0.566631,0.0368364,0.658045,0,,,,,
10.4GPa,0,0.455488,0.556392,0,0.974046,0,0.448812,0.03743,0.803217,0.0167653,0.299495,0,0.455128,,,,
12.8GPa,0,0.0586227,0.0479913,0,0.0274134,0,0.0594948,0.713384,0.0332438,0.627868,0.0891567,0,0.0586691,0.0267019,,,
13.3GPa,0,0.24892,0.203777,0,0.116401,0,0.252622,0.330129,0.141157,0.147868,0.378571,0,0.249117,0.11338,0.235509,,
15.6GPa,0,0.138852,0.113671,0,0.0649306,0,0.140917,0.591822,0.0787401,0.265083,0.211174,0,0.138962,0.0632453,0.422196,0.557818,
