frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0,0.308238,,,,,,,,,,,,,,,
1.5GPa,0,0.348202,0.107329,,,,,,,,,,,,,,
2.3GPa,,0,0,0,,,,,,,,,,,,,
2.4GPa_decomp,0,0.185565,0.602019,0.064614,0,,,,,,,,,,,,
3.9GPa,0,0.708594,0.434999,0.246733,0,0.261878,,,,,,,,,,,
5GPa,0,0.68756,0.211932,0.506431,0,0.127587,0.487201,,,,,,,,,,
6.2GPa,0,0.525414,0.586656,0.18295,0,0.353178,0.741489,0.361254,,,,,,,,,
6.6GPa,0,0.417688,0.128747,0.833641,0,0.0775082,0.295971,0.607492,0.219459,,,,,,,,
7.4GPa,,0,0,0,,0,0,0,0,0,,,,,,,
8.5GPa,,0,0,0,,0,0,0,0,0,,,,,,,
9.8GPa,0,0.747704,0.23047,0.465695,0,0.138748,0.529818,0.919563,0.392854,0.558627,0,0,,,,,
10.4GPa,0,0.236223,0.766367,0.0822532,0,0.78555,0.333369,0.162418,0.449594,0.0986674,0,0,0.176625,,,,
12.8GPa,,0,0,0,,0,0,0,0,0,,,0,0,,,
13.3GPa,0,0.180921,0.0557667,0.519587,0,0.0335726,0.1282,0.263135,0.0950586,0.433149,0,0,0.241969,0.0427377,0,,
15.6GPa,,0,0,0,,0,0,0,0,0,,,0,0,,0,
