frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0,0.187025,,,,,,,,,,,,,,,
1.5GPa,0,0.401794,0.465475,,,,,,,,,,,,,,
2.3GPa,0,0,0,0,,,,,,,,,,,,,
2.4GPa_decomp,,0,0,0,0,,,,,,,,,,,,
3.9GPa,0,0.294876,0.63425,0.733898,0,0,,,,,,,,,,,
5GPa,0,0.2262,0.826813,0.562975,0,0,0.767102,,,,,,,,,,
6.2GPa,,0,0,0,0,,0,0,,,,,,,,,
6.6GPa,,0,0,0,0,,0,0,,,,,,,,,
7.4GPa,0,0.887693,0.210687,0.452627,0,0,0.332182,0.254818,0,0,,,,,,,
8.5GPa,,0,0,0,0,,0,0,,,0,,,,,,
9.8GPa,,0,0,0,0,,0,0,,,0,,,,,,
10.4GPa,0,0.120085,0.0224589,0.0482494,0,0,0.0354102,0.0271632,0,0,0.106599,0,0,,,,
12.8GPa,,0,0,0,0,,0,0,,,0,,,0,,,
13.3GPa,,0,0,0,0,,0,0,,,0,,,0,,,
15.6GPa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
