frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,,,,,,,,,,,,,,,,,
1.3GPa,,,,,,,,,,,,,,,,,
1.5GPa,,,,,,,,,,,,,,,,,
2.3GPa,,,,,,,,,,,,,,,,,
2.4GPa_decomp,,,,,,,,,,,,,,,,,
3.9GPa,,,,,,,,,,,,,,,,,
5GPa,,,,,,,,,,,,,,,,,
6.2GPa,,,,,,,,,,,,,,,,,
6.6GPa,,,,,,,,,,,,,,,,,
7.4GPa,0,0,0,0,0,0,0,0,0,0,,,,,,,
8.5GPa,0,0,0,0,0,0,0,0,0,0,0.963234,,,,,,
9.8GPa,0,0,0,0,0,0,0,0,0,0,0.318639,0.330801,,,,,
10.4GPa,,,,,,,,,,,0,0,0,,,,
12.8GPa,,,,,,,,,,,0,0,0,,,,
13.3GPa,,,,,,,,,,,0,0,0,,,,
15.6GPa,,,,,,,,,,,0,0,0,,,,
