frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,,,,,,,,,,,,,,,,,
1.3GPa,0,0,,,,,,,,,,,,,,,
1.5GPa,0,0,0.435237,,,,,,,,,,,,,,
2.3GPa,0,0,0.828906,0.36077,,,,,,,,,,,,,
2.4GPa_decomp,0,0,0.302994,0.131874,0.365535,,,,,,,,,,,,
3.9GPa,0,0,0.00109871,0.0025244,0.000910728,0.000332903,,,,,,,,,,,
5GPa,,,0,0,0,0,0,,,,,,,,,,
6.2GPa,,,0,0,0,0,0,,,,,,,,,,
6.6GPa,0,0,0.380706,0.165697,0.459287,0.795875,0.000418285,0,0,,,,,,,,
7.4GPa,0,0,0.128074,0.294264,0.106162,0.0388058,0.0085787,0,0,0.0487586,,,,,,,
8.5GPa,0,0,0,0,0,0,0,0,0,0,0,,,,,,
9.8GPa,,,0,0,0,0,0,,,0,0,0,,,,,
10.4GPa,,,0,0,0,0,0,,,0,0,0,,,,,
12.8GPa,,,0,0,0,0,0,,,0,0,0,,,,,
13.3GPa,0,0,0.335521,0.146031,0.404776,0.903055,0.000368641,0,0,0.881314,0.0429717,0,0,0,0,,
15.6GPa,0,0,0.94888,0.412988,0.873562,0.319318,0.00104254,0,0,0.401216,0.121527,0,0,0,0,0.353597,
