frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0.0134822,,,,,,,,,,,,,,,,
1.3GPa,0.423226,0.00570604,,,,,,,,,,,,,,,
1.5GPa,0.0244905,0.550509,0.010365,,,,,,,,,,,,,,
2.3GPa,0,0,0,0,,,,,,,,,,,,,
2.4GPa_decomp,0.760954,0.0102594,0.556178,0.0186362,0,,,,,,,,,,,,
3.9GPa,0.122381,0.00164996,0.289161,0.00299716,0,0.160825,,,,,,,,,,,
5GPa,0,0,0,0,,0,0,,,,,,,,,,
6.2GPa,0,0,0,0,,0,0,,,,,,,,,,
6.6GPa,0,0,0,0,,0,0,,,,,,,,,,
7.4GPa,0.118186,0.00159341,0.279249,0.00289442,0,0.155312,0.965722,0,0,0,,,,,,,
8.5GPa,0.00106886,1.44106e-05,0.0025255,2.61768e-05,0,0.00140463,0.00873387,0,0,0,0.00904388,,,,,,
9.8GPa,0.0185052,0.000249492,0.0437242,0.000453202,0,0.0243185,0.151211,0,0,0,0.156578,0.0577596,,,,,
10.4GPa,0,0,0,0,,0,0,,,,0,0,0,,,,
12.8GPa,0.880957,0.0118773,0.480417,0.0215751,0,0.863782,0.138918,0,0,0,0.134156,0.00121329,0.0210058,0,,,
13.3GPa,0,0,0,0,,0,0,,,,0,0,0,,0,,
15.6GPa,0.807525,0.0166957,0.341766,0.0303278,0,0.61449,0.0988254,0,0,0,0.0954379,0.000863128,0.0149435,0,0.711395,0,
