frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0,0.579446,,,,,,,,,,,,,,,
1.5GPa,0,0.248507,0.143997,,,,,,,,,,,,,,
2.3GPa,,0,0,0,,,,,,,,,,,,,
2.4GPa_decomp,0,0.0349793,0.0202686,0.140758,0,,,,,,,,,,,,
3.9GPa,,0,0,0,,0,,,,,,,,,,,
5GPa,,0,0,0,,0,,,,,,,,,,,
6.2GPa,,0,0,0,,0,,,,,,,,,,,
6.6GPa,0,0.450033,0.776661,0.111836,0,0.0157418,0,0,0,,,,,,,,
7.4GPa,,0,0,0,,0,,,,0,,,,,,,
8.5GPa,,0,0,0,,0,,,,0,,,,,,,
9.8GPa,0,0.055936,0.0324119,0.225088,0,0.625345,0,0,0,0.025173,0,0,,,,,
10.4GPa,,0,0,0,,0,,,,0,,,0,,,,
12.8GPa,,0,0,0,,0,,,,0,,,0,,,,
13.3GPa,0,0.647625,0.375264,0.383721,0,0.0540117,0,0,0,0.291453,0,0,0.086371,0,0,,
15.6GPa,,0,0,0,,0,,,,0,,,0,,,0,
