frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0.381615,0,,,,,,,,,,,,,,,
1.5GPa,0.237421,0,0.622149,,,,,,,,,,,,,,
2.3GPa,0,0,0,0,,,,,,,,,,,,,
2.4GPa_decomp,0.343082,0,0.130925,0.081455,0,,,,,,,,,,,,
3.9GPa,0,1,0,0,0,0,,,,,,,,,,,
5GPa,0.304792,0,0.79869,0.778962,0,0.104569,0,,,,,,,,,,
6.2GPa,0,0,0,0,,0,0,0,,,,,,,,,
6.6GPa,0,0,0,0,,0,0,0,,,,,,,,,
7.4GPa,0,0,0,0,,0,0,0,,,,,,,,,
8.5GPa,0,1,0,0,0,0,1,0,0,0,0,,,,,,
9.8GPa,0.0354535,0,0.0929038,0.149327,0,0.0121635,0,0.11632,0,0,0,0,,,,,
10.4GPa,0,0,0,0,,0,0,0,,,,0,0,,,,
12.8GPa,0.247842,0,0.649454,0.957956,0,0.08503,0,0.81315,0,0,0,0,0.143049,0,,,
13.3GPa,0.206207,0,0.540353,0.868527,0,0.0707459,0,0.67655,0,0,0,0,0.171932,0,0.832011,,
15.6GPa,0,0,0,0,,0,0,0,,,,0,0,,0,0,
