frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0,,,,,,,,,,,,,,,,
1.5GPa,0,,,,,,,,,,,,,,,,
2.3GPa,0.53379,0,0,0,,,,,,,,,,,,,
2.4GPa_decomp,0,,,,0,,,,,,,,,,,,
3.9GPa,0,,,,0,,,,,,,,,,,,
5GPa,0.836182,0,0,0,0.446345,0,0,,,,,,,,,,
6.2GPa,0.713864,0,0,0,0.747747,0,0,0.59692,,,,,,,,,
6.6GPa,0.534657,0,0,0,0.285394,0,0,0.639402,0.381672,,,,,,,,
7.4GPa,0.448119,0,0,0,0.239202,0,0,0.535912,0.319896,0.838144,,,,,,,
8.5GPa,0,,,,0,,,0,0,0,0,,,,,,
9.8GPa,0.764878,0,0,0,0.408284,0,0,0.914727,0.546019,0.699009,0.58587,0,,,,,
10.4GPa,0.332169,0,0,0,0.177308,0,0,0.397245,0.237123,0.621275,0.741251,0,0.434277,,,,
12.8GPa,0.1899,0,0,0,0.355759,0,0,0.158791,0.266018,0.101531,0.085098,0,0.145251,0.063079,,,
13.3GPa,0.820425,0,0,0,0.650626,0,0,0.686024,0.870115,0.438645,0.367648,0,0.627525,0.27252,0.231466,,
15.6GPa,0,,,,0,,,0,0,0,0,,0,0,0,0,
