frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0,0,,,,,,,,,,,,,,,
1.5GPa,0,0,,,,,,,,,,,,,,,
2.3GPa,0.764333,0,0,0,,,,,,,,,,,,,
2.4GPa_decomp,0,0,,,0,,,,,,,,,,,,
3.9GPa,0.107703,0,0,0,0.0823214,0,,,,,,,,,,,
5GPa,0,0,,,0,,0,,,,,,,,,,
6.2GPa,0,1,0,0,0,0,0,0,,,,,,,,,
6.6GPa,0.356989,0,0,0,0.467059,0,0.0384489,0,0,,,,,,,,
7.4GPa,0.707606,0,0,0,0.540847,0,0.152208,0,0,0.252607,,,,,,,
8.5GPa,0,0,,,0,,0,,0,0,0,,,,,,
9.8GPa,0,0,,,0,,0,,0,0,0,,,,,,
10.4GPa,0.621388,0,0,0,0.474948,0,0.173327,0,0,0.221828,0.878155,0,0,,,,
12.8GPa,0,0,,,0,,0,,0,0,0,,,0,,,
13.3GPa,0,0,,,0,,0,,0,0,0,,,0,,,
15.6GPa,0.67878,0,0,0,0.888068,0,0.0731069,0,0,0.525927,0.480309,0,0,0.421785,0,0,
