frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0.150716,0,,,,,,,,,,,,,,,
1.5GPa,0,,0,,,,,,,,,,,,,,
2.3GPa,0,,0,,,,,,,,,,,,,,
2.4GPa_decomp,0,,0,,,,,,,,,,,,,,
3.9GPa,0,,0,,,,,,,,,,,,,,
5GPa,0,,0,,,,,,,,,,,,,,
6.2GPa,0,,0,,,,,,,,,,,,,,
6.6GPa,0,,0,,,,,,,,,,,,,,
7.4GPa,0,,0,,,,,,,,,,,,,,
8.5GPa,0,,0,,,,,,,,,,,,,,
9.8GPa,0.360173,0,0.418454,0,0,0,0,0,0,0,0,0,,,,,
10.4GPa,0.000144388,0,0.000958014,0,0,0,0,0,0,0,0,0,0.000400885,,,,
12.8GPa,0.396738,0,0.379888,0,0,0,0,0,0,0,0,0,0.907837,0.000363938,,,
13.3GPa,0,,0,,,,,,,,,,0,0,0,,
15.6GPa,0,,0,,,,,,,,,,0,0,0,,
