frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,0,,,,,,,,,,,,,,,,
1.3GPa,0.529203,0,,,,,,,,,,,,,,,
1.5GPa,0.0987579,0,0.186616,,,,,,,,,,,,,,
2.3GPa,0.0549439,0,0.103824,0.556349,,,,,,,,,,,,,
2.4GPa_decomp,0.0336946,0,0.0636704,0.341183,0.613254,,,,,,,,,,,,
3.9GPa,0.206731,0,0.390646,0.477712,0.265775,0.162987,,,,,,,,,,,
5GPa,0.0964121,0,0.182184,0.976247,0.569886,0.349485,0.466365,,,,,,,,,,
6.2GPa,0.0619393,0,0.117043,0.627183,0.88706,0.543993,0.299613,0.642443,,,,,,,,,
6.6GPa,0,,0,0,0,0,0,0,0,,,,,,,,
7.4GPa,0,,0,0,0,0,0,0,0,,,,,,,,
8.5GPa,0,,0,0,0,0,0,0,0,,,,,,,,
9.8GPa,0,,0,0,0,0,0,0,0,,,,,,,,
10.4GPa,0,,0,0,0,0,0,0,0,,,,,,,,
12.8GPa,0,,0,0,0,0,0,0,0,,,,,,,,
13.3GPa,0.298843,0,0.564705,0.330467,0.183855,0.11275,0.691771,0.322618,0.207264,0,0,0,0,0,0,,
15.6GPa,0.217015,0,0.410079,0.455074,0.25318,0.155264,0.952611,0.444264,0.285415,0,0,0,0,0,0,0.726184,
