frame,0.7GPa,1GPa,1.3GPa,1.5GPa,2.3GPa,2.4GPa_decomp,3.9GPa,5GPa,6.2GPa,6.6GPa,7.4GPa,8.5GPa,9.8GPa,10.4GPa,12.8GPa,13.3GPa,15.6GPa
0.7GPa,,,,,,,,,,,,,,,,,
1GPa,,,,,,,,,,,,,,,,,
1.3GPa,0,0,,,,,,,,,,,,,,,
1.5GPa,,,0,,,,,,,,,,,,,,
2.3GPa,0,0,0.0695808,0,,,,,,,,,,,,,
2.4GPa_decomp,,,0,,0,,,,,,,,,,,,
3.9GPa,0,0,0,0,0,0,,,,,,,,,,,
5GPa,0,0,0.305443,0,0.227803,0,0,,,,,,,,,,
6.2GPa,,,0,,0,,0,0,,,,,,,,,
6.6GPa,,,0,,0,,0,0,,,,,,,,,
7.4GPa,0,0,0,0,0,0,1,0,0,0,,,,,,,
8.5GPa,0,0,0,0,0,0,1,0,0,0,1,,,,,,
9.8GPa,,,0,,0,,0,0,,,0,0,,,,,
10.4GPa,0,0,0.527797,0,0.131833,0,0,0.578714,0,0,0,0,0,,,,
12.8GPa,,,0,,0,,0,0,,,0,0,,0,,,
13.3GPa,0,0,0.0104422,0,0.150074,0,0,0.0341872,0,0,0,0,0,0.0197846,0,,
15.6GPa,0,0,0.989915,0,0.0702897,0,0,0.308555,0,0,0,0,0,0.533174,0,0.0105486,
